"","applicants","sale_price","num_units","year_sold","month_sold","overall_qual","total_sq_feet","gr_liv_area","tot_bathrooms","lot_area","exter_qual","full_bath","central_air","garage_type_attchd","garage_type_basment","garage_type_builtIn","garage_type_detchd","garage_type_no_garage","NeighborhoodBrDale","neighborhood_brk_side","neighborhood_clear_cr","neighborhood_collg_cr","neighborhood_crawfor","neighborhood_edwards","neighborhood_gilbert","neighborhood_idottrr","neighborhood_meadowv","neighborhood_mitchel","neighborhood_n_ames","neighborhood_n_ridge","neighborhood_n_ridge_hghts","neighborhood_n_w_ames","neighborhood_old_town","neighborhood_sawyer","neighborhood_sawyer_w","neighborhood_somerst","neighborhood_stone_br","neighborhood_swisu","neighborhood_timber","neighborhood_veenker","neighborhood_sale_price"
"666",5,142999.999999994,1,2010,5,6,3057.34011635871,1831.63250955664,3,3793.49049843359,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"667",3,159434,1,2009,7,5,3419.96662475451,2602.9073614011,1,2658.09408255347,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.432835822
"668",1,172999.999999997,5,2008,11,6,3596.88235295867,2350.39696659194,3,1784.57539915889,3,2,"yes",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.833333333
"669",2.5,285000.000000004,2,2007,7,9,3988.52949023039,2746.59992221269,4,4461.25285383752,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"670",1.25,221000.000000002,4,2010,6,7,3856.30225423229,2897.54127518247,3,5247.43961547397,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"671",5,207500.000000002,1,2007,9,7,3981.67975541141,3095.42646225769,4,2889.71379086133,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"672",3.5,227875.000000008,2,2007,8,7,3629.55696005228,2830.51113196129,4,4270.09111939145,4,6,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"673",4,148799.999999996,1,2007,3,7,2879.79342237436,2105.65321953411,3,2906.36213099037,4,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"674",0.6,392000,5,2007,10,8,3748.90572241949,2496.57914603451,4,3812.31681623375,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"675",5,194700.000000002,1,2007,6,6,3682.97537206363,2433.18141080745,3,3683.61365893454,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"676",1,140999.999999999,5,2008,5,6,2921.08150713691,1700.63497400667,3,2625.46043438233,4,2,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"677",3,755000.000000029,1,2007,1,10,5144.81099583103,4217.21350941074,5,5739.7261870413,5,6,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"678",0.75,334999.999999999,4,2011,4,7,4188.01244642576,3384.20928423331,5,6124.05087352845,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"679",1.5,108479.999999998,2,2011,12,5,3299.46466254585,2064.42290809937,1,3016.93169135891,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"680",2,141499.999999996,1,2009,4,5,3522.96440826225,2622.11823899158,2,3263.2796789959,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"681",2.33333333333333,176000.000000002,3,2011,7,6,3374.84656374188,2153.99391105062,4,4865.31613943452,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"682",0.25,89000.000000002,4,2011,6,5,2407.24165954292,1206.69877225983,1,3224.30349679417,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"683",1,123500.000000004,2,2011,9,5,3285.92074674887,2168.88002110095,2,3357.47198928213,3,2,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"684",0.333333333333333,138499.999999996,3,2010,4,5,3006.01288599447,1782.28633916326,3,3898.25626246711,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"685",7,196000.000000009,1,2008,7,7,3716.85643182049,2465.76086405443,3,2560.36327261684,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"686",3,312500.000000002,1,2011,5,8,4131.39136073023,2864.3891102818,4,4938.06816535407,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"687",1.75,139999.999999994,4,2011,7,7,3430.36106142454,2190.28007686539,2,4149.40973939365,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"688",6,361918.999999993,1,2011,7,8,4222.57291741609,3418.8215223795,3,4659.20602021862,5,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"689",2,139999.999999994,1,2010,5,5,3318.82895870799,2874.6656297573,3,3697.33369051361,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"690",3,213000.000000008,1,2010,5,7,3814.96161210064,2565.84051447513,4,3886.57477972901,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"691",0.2,54999.9999999996,5,2010,7,4,2213.3538668974,2091.55961691949,3,3088.51047992856,2,4,"no",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"692",0.6,301999.999999998,5,2007,6,7,4070.85005501972,2884.8743542184,4,9040.03220335152,3,4,"yes",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.833333333
"693",1,254000.000000007,5,2009,12,8,3637.47114340855,2389.42571221908,4,3301.49911655881,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"694",7,179540.000000004,1,2007,7,7,3327.68831135185,2536.38410339938,3,4026.30835306417,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"695",1,109899.999999999,3,2008,12,5,2998.80298387132,1799.48059240041,1,3572.74365301371,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"696",7,52000.0000000018,1,2008,7,3,2070.29767672001,1466.94480279906,1,2489.23103442731,4,2,"yes",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"697",0,102775.999999995,3,2010,1,4,3215.6468854618,2208.76539581397,1,3958.35905668475,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"698",1.25,189000.000000004,4,2008,10,8,3516.43025338766,2273.03820828269,4,2731.49697526301,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"699",0.2,128999.999999999,5,2011,5,4,3120.53523608009,1892.38967583525,3,4204.60372718804,3,2,"no",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"700",1,130500.000000002,2,2010,3,6,3342.34633274929,2560.62139697943,3,4822.96134333941,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"701",3.5,164999.999999997,2,2009,8,6,3488.69324353825,2419.49701621681,3,4257.12794261155,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"702",1,159499.999999994,3,2007,7,7,3977.75248652546,3405.55399326872,2,4381.24965852583,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"703",5,156999.999999993,1,2008,11,5,3448.22049962502,2208.76539581397,3,4229.76198932503,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"704",1.75,341000.000000016,4,2008,8,7,4188.01244642576,3320.91066271701,5,4333.65664656642,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"705",2.5,128499.999999999,2,2011,5,5,3138.85404055273,1910.00200829752,2,4213.95178331395,3,2,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"706",2.5,274999.999999998,2,2011,12,8,4078.71660721561,2813.73386603173,4,3400.83204032161,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"707",5,142999.999999994,1,2010,5,6,2921.08150713691,1700.63497400667,3,2625.46043438233,4,2,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"708",0.75,124500,4,2009,7,4,2951.13411198219,1729.52667663055,1,3819.84569945082,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"709",1,135000.000000004,2,2008,5,4,3486.69360783212,2551.18239662948,3,3832.41048988137,3,4,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"710",3,319999.999999997,1,2009,2,9,4037.57336174559,2774.16835092661,4,4789.03124931564,5,4,"yes",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"711",1,120499.999999994,3,2009,11,4,2951.13411198219,1729.52667663055,1,3516.43159270938,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"712",3,221999.999999996,1,2009,12,6,3583.12194720691,2757.68629944991,4,5754.29736899864,4,4,"yes",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"713",2.5,194499.999999993,2,2009,2,7,3521.65969876782,2278.06653722564,4,3614.07971654548,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"714",1.5,110000.000000005,4,2009,7,5,4020.43397444772,2843.62904213927,4,4500.58200325069,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"715",0,103000.000000003,3,2009,1,4,3176.49589473551,2247.64851861817,1,3301.49911655881,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"716",5,236499.999999994,1,2010,3,8,3947.48756619958,2697.61940165524,4,3012.91832056104,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"717",1.66666666666667,187499.999999999,3,2007,5,7,3197.38848343332,2166.18408510443,4,4147.35830351135,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"718",5,222499.999999993,1,2008,7,7,3933.90765707769,3051.13503457848,3,4488.36505076567,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"719",1,131399.999999994,2,2009,3,5,3192.59114373958,2163.48344415614,3,4229.76198932503,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"720",1,108000.000000005,3,2007,5,5,3100.31026500312,1872.94481009363,1,4017.55822111325,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"721",0,163000,4,2011,10,7,3637.47114340855,2836.64666426648,2,4381.24965852583,3,2,"no",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"722",0.5,93500.0000000021,2,2011,7,3,2134.93839166172,2016.129242521,3,3920.03154018887,3,4,"no",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"723",1,239900.000000003,3,2011,6,8,3665.16662873542,2865.24809829754,3,4318.85045900983,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"724",2,179000.000000002,1,2009,3,5,3479.34027115488,2237.37484190755,8,4381.24965852583,3,6,"yes",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"725",2.5,189999.999999996,2,2009,4,7,3603.09838356148,2801.25422685836,3,4089.66673951213,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"726",0.4,131999.999999999,5,2007,5,5,2921.08150713691,2510.68164063502,3,4149.40973939365,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"727",0.2,142000,5,2008,5,6,3038.06344354781,1813.09975067578,3,3461.37147365165,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"728",1,179000.000000002,5,2007,12,7,3667.55254940778,2418.35116879636,3,3898.25626246711,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"729",2,175000.000000008,1,2009,10,5,3173.25743019252,2544.85759135086,3,4728.85822362083,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"730",1.25,179999.999999991,4,2008,10,8,3653.18365550117,2404.53440851967,4,3015.10844616559,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"731",2,299799.99999999,2,2008,7,8,4242.29130635856,3500.11657719633,5,4014.26686824068,5,6,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"732",1,235999.999999989,2,2009,4,7,3945.98433601534,3213.64376612758,3,3977.02277392039,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"733",0,265978.999999998,1,2009,5,7,4251.85335919754,3456.78351795439,2,4538.80432678754,4,2,"no",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"734",2.5,260400.000000013,2,2010,3,7,4058.27651253475,2794.07755604466,4,4343.15625741451,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"735",1,97999.9999999991,1,2009,4,4,2754.42873980528,2612.03698593871,3,3887.7460522658,3,4,"no",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"736",1.5,96500.0000000022,2,2010,6,4,2939.93007329775,2158.06798151425,1,3978.14146332624,3,2,"yes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"737",1.75,161999.999999996,4,2007,8,7,3170.01243319016,2384.74704842646,3,3728.04903517969,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"738",2.5,217000.000000001,2,2011,7,6,3823.6397543508,2576.22623715429,4,4073.32478350145,3,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"739",1.66666666666667,275499.999999998,3,2011,3,8,3905.37109118873,3101.33565080573,3,4276.4447269333,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"740",4,156000.000000004,1,2009,7,6,3227.44385877574,1995.17675977108,3,3773.24173348151,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"741",4,172500.000000008,1,2009,3,6,3339.4253937381,2552.23402213417,3,2005.50164051741,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"742",1,212000.000000011,3,2009,4,8,3628.94656098654,2836.64666426648,3,4375.59156844734,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"743",0.4,158899.999999999,5,2010,4,6,3232.13853151937,2460.19242742109,3,4524.62132982091,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"744",2,179399.999999994,3,2008,8,7,3371.98409551608,2583.45499110307,3,1320.09366441632,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"745",1.66666666666667,290000.000000013,3,2007,11,8,4238.95200735268,3391.56068461766,3,4630.35107247369,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"746",0.25,127499.999999998,4,2009,10,6,2951.13411198219,1729.52667663055,1,4044.12544278691,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"747",3,99999.9999999972,1,2009,10,5,3509.86945017315,2362.32815037391,1,3502.52548326603,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"748",5,215200.000000007,1,2010,6,7,3412.99949944947,2630.13621998955,3,3942.02426732612,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"749",3.5,337000,2,2009,7,8,4138.96805134306,3286.62890790195,5,4114.24121177753,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"750",3,269999.999999997,1,2011,4,8,3831.7332145805,2576.22623715429,3,4138.92499397548,4,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245890.624999997
"751",1,264131.999999999,5,2008,8,9,3840.32159250154,2588.59779035495,3,4972.92044289698,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"752",1,196500.000000009,5,2010,3,7,3665.16662873542,2788.67312609067,3,4310.93323842041,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"753",2.33333333333333,160000.000000006,3,2008,7,6,3688.27977711355,2820.82016059286,4,4670.25294985103,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"754",1.66666666666667,216837.000000002,3,2011,10,7,4173.71658778272,2895.01617230408,3,4044.12544278691,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"755",0.666666666666667,537999.999999989,3,2010,6,8,4636.73022500975,3792.09759788863,6,7531.21045155805,5,6,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"756",1,134899.999999994,1,2009,4,5,2939.93007329775,1718.75540202405,3,3597.32363280629,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"757",3,101999.999999999,1,2011,4,4,3230.57516237937,2262.93226627156,1,3995.28948085768,3,2,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"758",1.33333333333333,106999.999999995,3,2010,3,6,3299.46466254585,2126.55583636361,3,3745.49574637511,3,2,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"759",6,114499.999999996,1,2007,7,5,3038.06344354781,1813.09975067578,1,4259.06817310028,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"760",5,395000.000000016,1,2007,7,8,4263.41792456267,3006.32257793805,3,4923.59290436652,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"761",0.6,161999.999999996,5,2009,6,6,3484.69148346859,2242.52020615131,4,2658.09408255347,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"762",1.66666666666667,221499.999999994,3,2011,7,7,3955.97943942335,2695.70421964023,3,4454.59165492672,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"763",0.5,142499.999999994,4,2011,6,5,2978.80750169531,1782.28633916326,3,4798.49051313923,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"764",0.8,143999.999999994,5,2007,10,5,3202.17155945974,3042.73524312922,3,3886.57477972901,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"765",2.5,135000.000000004,2,2011,5,6,3169.20016015172,1961.6673095166,3,4331.41476606085,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"766",2.5,176000.000000002,2,2007,6,7,3538.53893944774,2304.20049512836,3,3759.54259890377,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"767",1.75,175899.999999991,4,2011,7,6,3455.03706371584,2685.12813897244,3,3570.26869016056,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"768",1.25,187100.000000004,4,2009,6,7,3751.73645818148,2508.52037370465,3,5189.67157867989,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"769",2.5,165500.000000008,2,2009,7,5,3344.53356179928,2116.83640728812,3,4044.34173215641,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"770",0.5,128000.000000006,4,2008,6,6,3358.31737900211,2565.84051447513,3,3320.33412895378,3,4,"yes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"771",1.25,161499.999999992,4,2009,9,6,3677.06100246638,2410.30639160326,3,4187.98625870281,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"772",1,138999.999999996,2,2010,6,5,3437.25356005075,2731.6934433537,4,4381.24965852583,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"773",2,232999.999999991,1,2010,1,7,3859.47942455755,3090.97971531676,5,4257.51614172432,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"774",0.6,107899.999999997,5,2008,8,4,3018.55297959244,1794.3423468253,1,3224.30349679417,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"775",1.4,187499.999999999,5,2007,7,6,3794.16143961162,3093.20468603883,3,4621.98243657781,3,4,"yes",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.833333333
"776",0.6,146800.000000007,5,2007,5,6,3257.71715842274,2048.49189647824,3,4476.07180563395,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"777",1.25,269790.000000008,4,2007,6,7,3906.39901883932,3037.36608379281,5,4213.95178331395,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"778",1.25,225000.00000001,4,2007,6,8,3833.88461138185,2578.29504343917,3,4056.63110875232,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"779",5,194499.999999993,1,2008,10,7,3612.37762512335,2943.93561978366,3,4387.07325953956,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"780",0.75,171000.000000001,4,2010,4,6,3349.62556108984,2647.03772870474,3,3886.57477972901,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"781",2,143499.999999998,1,2007,4,6,3141.33597478396,2343.1938494561,2,3838.42282640552,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
