Distance,Duration,Reason,Age,Others,Mode,Cost
478,3,vacation,4,2,car,1160
78,0,vacation,6,0,car,250
160,0,vacation,5,3,car,98
233,1,vacation,5,0,car,600
323,2,vacation,3,1,car,1050
85,8,vacation,3,0,car,1175
217,1,vacation,2,0,car,933
46,0,vacation,3,1,car,37
93,0,vacation,3,0,car,120
146,1,vacation,3,0,car,315
140,0,vacation,4,0,car,100
105,0,vacation,3,1,car,150
317,2,vacation,6,0,car,1550
131,2,vacation,5,2,car,235
54,0,vacation,4,0,car,240
161,0,vacation,5,0,car,145
78,0,vacation,6,0,car,50
117,1,vacation,3,3,car,1000
107,0,vacation,5,0,car,310
78,0,vacation,6,0,car,85
114,2,vacation,3,3,car,380
70,0,vacation,3,0,car,135
110,0,vacation,5,1,car,245
69,0,vacation,3,0,car,80
314,9,vacation,6,3,car,460
329,2,vacation,6,1,car,10
234,3,vacation,5,0,car,684
80,0,vacation,3,0,car,240
300,2,vacation,4,0,car,1350
366,2,vacation,2,0,car,225
109,0,vacation,4,0,car,0
147,0,vacation,3,1,car,150
87,1,vacation,4,2,car,605
47,0,vacation,3,0,car,120
3355,7,vacation,5,0,plane,6380
433,2,vacation,3,6,car,492
101,0,vacation,3,0,car,200
82,1,vacation,1,0,car,50
543,0,vacation,6,0,car,1065
75,0,vacation,5,0,car,25
727,3,vacation,1,0,plane,400
46,0,vacation,6,1,car,25
67,0,vacation,3,0,car,148
87,0,vacation,6,0,car,98
335,2,vacation,3,1,car,320
86,0,vacation,4,0,car,135
54,0,vacation,5,0,car,65
220,2,vacation,4,0,car,715
103,0,vacation,2,1,car,60
1848,5,vacation,6,0,car,400
197,3,vacation,3,1,car,585
124,0,vacation,1,4,car,70
63,2,vacation,5,0,car,131
151,3,vacation,5,2,car,350
157,6,vacation,3,0,car,460
50,0,vacation,5,1,car,130
94,2,vacation,5,0,car,530
29,2,vacation,4,4,car,212
2811,0,vacation,2,0,car,345
115,0,vacation,5,0,car,85
139,0,vacation,4,0,car,180
129,2,vacation,3,0,car,100
148,1,vacation,3,1,car,550
86,0,vacation,5,0,car,210
85,1,vacation,5,2,car,789
157,0,vacation,5,0,car,720
181,0,vacation,2,0,car,180
94,3,vacation,5,1,car,2110
92,2,vacation,2,5,car,305
91,0,vacation,6,0,car,110
119,0,vacation,4,0,car,157
1900,3,vacation,2,0,plane,2900
135,1,vacation,3,0,car,390
73,0,vacation,6,1,car,500
212,2,vacation,5,0,car,550
112,0,vacation,5,0,car,40
100,1,vacation,5,0,car,775
108,8,vacation,5,0,car,2450
2851,5,vacation,4,2,plane,3280
182,4,vacation,2,20,car,1675
77,3,vacation,6,1,car,935
89,0,vacation,3,10,car,170
155,2,vacation,2,0,car,260
51,2,vacation,5,0,car,420
30,2,vacation,6,0,car,30
75,0,vacation,4,0,car,375
160,2,vacation,1,0,car,1034
71,0,vacation,6,0,car,305
151,0,vacation,2,0,car,175
143,2,vacation,3,0,car,680
91,0,vacation,6,0,car,180
58,0,vacation,2,2,car,50
161,2,vacation,3,1,car,180
80,2,vacation,5,0,car,60
53,0,vacation,5,0,car,45
188,3,vacation,1,11,car,2100
61,0,vacation,6,0,car,40
174,1,vacation,5,1,car,417
419,0,vacation,3,1,car,330
281,8,vacation,2,0,car,818
505,4,vacation,3,2,car,2285
523,2,vacation,3,1,car,730
76,0,vacation,2,1,car,310
405,5,vacation,1,1,car,70
143,0,vacation,5,0,car,70
149,14,vacation,6,0,car,1143
50,0,vacation,6,5,car,213
284,0,vacation,2,0,car,560
303,3,vacation,5,3,car,795
82,0,vacation,6,2,car,20
274,0,vacation,1,1,car,150
54,0,vacation,3,2,car,150
79,0,vacation,4,2,car,204
78,0,vacation,1,3,car,100
112,0,vacation,6,0,car,0
526,10,vacation,6,0,car,863
112,2,vacation,5,1,car,60
237,2,vacation,6,0,car,907
68,0,vacation,6,0,car,78
231,2,vacation,4,0,car,850
120,1,vacation,3,0,car,525
126,1,vacation,3,2,car,1519
4449,7,vacation,4,0,plane,7165
54,1,vacation,2,0,car,284
129,0,vacation,1,0,car,100
58,1,vacation,6,0,car,200
94,0,vacation,4,0,plane,300
122,0,vacation,3,0,car,60
72,0,vacation,2,0,car,20
125,0,vacation,6,0,car,45
524,2,vacation,3,0,car,690
149,1,vacation,6,0,car,560
179,1,vacation,4,0,car,325
63,0,vacation,6,0,car,67
42,0,vacation,5,0,car,20
95,0,vacation,1,0,car,200
105,4,vacation,1,19,car,1450
675,4,vacation,3,3,car,3027
89,0,vacation,3,4,car,270
243,2,vacation,2,2,car,1210
281,2,vacation,3,0,car,300
231,2,vacation,2,0,car,370
76,0,vacation,6,0,car,60
98,2,vacation,3,0,car,180
413,3,vacation,1,2,car,1200
560,2,vacation,4,0,car,375
777,1,vacation,5,0,plane,750
353,0,vacation,5,0,car,410
51,0,vacation,5,0,car,460
140,0,vacation,3,1,car,155
120,0,vacation,3,0,car,205
136,3,vacation,5,2,car,410
150,0,vacation,4,1,car,195
129,3,vacation,5,10,car,530
168,1,vacation,5,0,car,510
124,27,vacation,1,0,car,3729
336,3,vacation,5,4,car,1220
112,0,vacation,6,0,car,65
154,0,vacation,2,2,car,135
223,0,vacation,4,1,car,800
247,0,vacation,4,0,car,850
141,1,vacation,5,2,car,630
76,2,vacation,6,0,car,40
54,0,vacation,2,0,car,60
78,0,vacation,6,0,car,15
111,0,vacation,6,0,car,90
104,3,vacation,2,0,car,360
97,0,vacation,6,1,car,530
99,0,vacation,6,0,car,80
143,2,vacation,3,0,car,180
244,10,vacation,5,0,car,2980
102,0,vacation,6,1,car,80
47,0,vacation,1,0,car,150
52,0,vacation,6,2,car,60
42,0,vacation,6,0,car,110
68,0,vacation,4,0,car,200
387,3,vacation,3,1,car,1400
183,2,vacation,5,0,car,210
109,3,vacation,2,1,car,1055
48,0,vacation,6,0,car,100
240,2,vacation,2,1,car,806
48,0,vacation,6,0,car,93
58,2,vacation,3,0,car,295
236,3,vacation,4,0,car,330
87,0,vacation,5,3,car,57
84,0,vacation,6,1,car,100
234,0,vacation,4,2,car,425
149,0,vacation,6,0,car,118
346,5,vacation,6,0,car,902
127,2,vacation,2,0,car,76
44,2,vacation,3,0,car,200
72,0,vacation,3,0,car,91
249,0,vacation,5,0,car,50
79,0,vacation,2,1,car,25
197,1,vacation,6,1,car,280
393,2,vacation,4,0,car,450
93,0,vacation,2,1,car,20
182,7,vacation,3,5,car,2275
54,0,vacation,2,0,car,260
213,3,vacation,4,3,car,780
68,0,vacation,4,1,car,90
3343,3,vacation,6,0,plane,2940
107,0,vacation,6,0,car,40
143,4,vacation,2,0,car,60
63,0,vacation,6,0,car,90
152,1,vacation,6,0,car,55
99,0,vacation,6,2,car,345
50,0,vacation,1,5,car,75
231,0,vacation,5,0,car,170
51,0,vacation,3,0,car,15
85,0,vacation,5,4,car,295
235,3,vacation,5,1,car,110
94,0,vacation,2,8,car,300
176,3,vacation,6,0,car,655
43,0,vacation,2,0,car,10
519,2,vacation,4,0,car,350
151,0,vacation,5,0,car,60
86,0,vacation,5,0,car,45
86,0,vacation,2,0,car,360
67,0,vacation,5,0,car,220
57,0,vacation,6,0,car,165
3674,9,vacation,4,1,plane,1804
48,0,vacation,4,1,car,385
165,0,vacation,2,1,car,995
54,0,vacation,3,1,car,215
52,0,vacation,2,2,car,65
185,2,vacation,5,0,car,660
42,0,vacation,6,0,car,120
174,0,vacation,2,0,car,105
58,0,vacation,6,0,car,50
107,0,vacation,1,0,car,70
292,2,vacation,3,5,car,325
234,4,vacation,6,1,car,130
224,0,vacation,6,0,car,40
104,0,vacation,4,0,car,160
78,0,vacation,2,0,car,160
59,0,vacation,6,0,car,103
166,0,vacation,6,0,car,930
193,2,vacation,6,0,car,425
81,5,vacation,5,0,car,1175
174,0,vacation,6,0,car,10
69,0,vacation,6,0,car,195
102,2,vacation,3,6,car,410
51,0,vacation,5,0,car,272
63,1,vacation,4,0,car,480
97,0,vacation,2,0,car,260
86,2,vacation,4,0,car,657
768,7,vacation,3,0,car,1730
177,0,vacation,6,1,car,36
139,0,vacation,5,1,car,60
156,0,vacation,3,0,car,200
112,0,vacation,5,0,car,160
112,0,vacation,6,1,car,190
260,0,vacation,3,3,car,100
295,3,vacation,6,1,car,325
80,0,vacation,6,1,car,0
288,1,vacation,2,4,car,485
261,4,vacation,6,1,car,202
51,1,vacation,3,0,car,255
123,0,vacation,6,2,car,138
1124,0,vacation,3,0,plane,1550
432,0,vacation,5,0,car,390
86,0,vacation,6,0,car,64
69,0,vacation,3,0,car,108
43,0,vacation,5,0,car,80
46,0,vacation,2,0,car,90
31,2,vacation,2,0,car,730
89,3,vacation,6,0,car,631
1641,6,vacation,2,1,plane,3950
103,3,vacation,5,0,car,50
103,6,vacation,4,1,car,256
165,1,vacation,6,0,car,120
109,0,vacation,6,0,car,20
57,0,vacation,6,0,car,36
68,0,vacation,1,3,car,135
291,6,vacation,5,0,car,840
131,3,vacation,5,0,car,280
42,1,vacation,4,0,car,370
138,0,vacation,2,2,car,120
429,2,vacation,4,0,car,750
113,1,vacation,5,0,car,165
98,0,vacation,4,0,car,80
89,0,vacation,6,0,car,210
148,5,vacation,6,0,car,60
94,0,vacation,6,0,car,20
113,14,vacation,6,0,car,495
231,2,vacation,3,1,car,380
505,2,vacation,2,0,car,375
535,2,vacation,3,1,car,1125
41,0,vacation,4,2,car,485
61,0,vacation,4,0,car,25
234,2,vacation,3,0,car,2590
455,0,vacation,6,1,car,160
365,1,vacation,2,0,car,760
129,0,vacation,4,0,car,270
79,0,vacation,5,0,car,150
106,1,vacation,4,1,car,600
183,2,vacation,6,1,car,1610
129,0,vacation,5,3,car,190
51,0,vacation,4,3,car,117
93,0,vacation,2,0,car,340
281,1,vacation,3,2,car,605
264,11,vacation,5,0,car,2900
129,0,vacation,5,0,car,100
165,1,vacation,6,0,car,84
188,0,vacation,6,0,car,223
85,0,vacation,4,2,car,260
91,0,vacation,4,0,car,300
45,0,vacation,2,0,car,200
333,7,vacation,6,11,car,4030
95,0,vacation,2,0,car,0
110,0,vacation,2,1,car,110
207,0,vacation,6,0,car,110
162,0,vacation,3,0,car,30
228,2,vacation,6,0,car,760
212,6,vacation,3,0,car,703
65,1,vacation,3,0,car,140
60,0,vacation,6,0,car,50
235,0,vacation,5,1,car,700
114,0,vacation,6,3,car,170
53,0,vacation,4,0,car,65
341,0,vacation,6,1,car,759
77,0,vacation,5,0,car,50
310,3,vacation,5,3,car,1700
173,0,vacation,6,0,car,80
168,0,vacation,4,1,car,248
58,1,vacation,2,1,car,510
158,6,vacation,6,2,car,1000
261,1,vacation,2,1,car,224
139,0,vacation,6,1,car,140
517,6,vacation,4,0,car,1127
200,2,vacation,4,0,car,590
240,1,vacation,1,1,car,97
67,0,vacation,5,30,car,75
143,0,vacation,3,0,car,178
140,1,vacation,4,0,car,177
107,4,vacation,6,0,car,554
101,1,vacation,4,0,car,30
209,0,vacation,6,0,car,60
131,0,vacation,5,2,car,60
18,1,vacation,3,1,car,125
544,1,vacation,2,0,plane,700
64,1,vacation,3,2,car,950
283,1,vacation,5,0,car,90
227,0,vacation,5,0,car,180
114,0,vacation,5,0,car,50
101,0,vacation,3,3,car,190
220,3,vacation,5,9,car,1260
138,0,vacation,4,0,car,110
99,0,vacation,6,0,car,240
71,0,vacation,5,0,car,80
61,0,vacation,5,0,car,450
162,0,vacation,5,1,car,270
308,4,vacation,6,0,car,790
61,1,vacation,5,0,car,40
101,0,vacation,2,0,car,145
97,3,vacation,5,0,car,465
123,0,vacation,4,1,car,125
127,0,vacation,3,4,car,500
366,6,vacation,4,5,car,2650
47,7,vacation,3,2,car,2650
120,0,vacation,4,2,car,300
181,1,vacation,4,0,car,245
161,0,vacation,6,0,car,165
107,1,vacation,5,0,car,247
107,0,vacation,5,0,car,120
107,0,vacation,6,0,car,100
586,0,vacation,3,0,car,380
168,1,vacation,2,2,car,50
46,2,vacation,3,0,car,190
62,0,vacation,5,0,car,355
444,2,vacation,4,0,plane,1630
106,2,vacation,6,0,car,320
122,0,vacation,2,0,car,370
73,0,vacation,6,2,car,85
44,0,vacation,6,0,car,190
77,4,vacation,6,0,car,140
124,1,vacation,2,1,car,482
444,12,vacation,2,0,car,680
144,1,vacation,6,0,car,317
157,0,vacation,1,0,car,250
79,1,vacation,4,0,car,309
54,0,vacation,2,3,car,203
168,2,vacation,4,2,car,1166
43,0,vacation,4,0,car,45
54,0,vacation,2,1,car,110
112,2,vacation,4,0,car,1168
57,0,vacation,6,0,car,190
536,3,vacation,1,2,car,1370
324,11,vacation,4,0,car,1000
59,0,vacation,3,0,car,75
79,0,vacation,4,0,car,40
129,0,vacation,6,0,car,95
68,2,vacation,2,0,car,1070
203,2,vacation,4,0,car,595
118,1,vacation,5,0,car,457
95,15,vacation,5,0,car,2710
175,1,vacation,5,2,car,545
100,0,vacation,5,0,car,330
92,2,vacation,5,2,car,503
111,0,vacation,6,0,car,40
892,3,vacation,5,3,plane,1050
284,2,vacation,5,0,car,830
47,0,vacation,6,3,car,230
52,0,vacation,4,0,car,207
61,0,vacation,6,0,car,1130
51,0,vacation,5,1,car,342
70,0,vacation,5,2,car,256
129,3,vacation,3,1,car,545
388,2,vacation,4,0,car,375
366,7,vacation,5,1,car,1480
51,0,vacation,5,0,car,70
48,0,vacation,5,0,car,75
219,1,vacation,6,2,car,337
138,0,vacation,2,0,car,225
270,0,vacation,2,0,car,150
174,0,vacation,4,1,car,405
109,0,vacation,5,0,car,188
199,1,vacation,3,0,car,415
42,0,vacation,2,0,car,85
79,0,vacation,5,0,car,200
123,2,vacation,5,0,car,850
173,2,vacation,5,0,car,590
148,0,vacation,6,1,car,200
3789,13,vacation,6,2,plane,4623
129,4,vacation,5,0,car,735
133,0,vacation,6,0,car,166
386,2,vacation,2,3,car,1360
82,0,vacation,5,0,car,260
46,0,vacation,5,0,car,210
83,2,vacation,6,0,car,950
960,8,vacation,5,0,car,1700
92,2,vacation,3,9,car,645
247,2,vacation,2,0,car,205
113,1,vacation,1,0,car,610
37,1,vacation,4,0,car,50
346,3,vacation,2,0,car,620
71,1,vacation,4,0,car,445
140,0,vacation,4,0,car,110
30,3,vacation,5,0,car,45
43,0,vacation,2,1,car,65
135,0,vacation,4,0,car,35
89,0,vacation,5,4,car,20
43,0,vacation,3,0,car,20
120,3,vacation,5,0,car,590
718,0,vacation,5,0,car,1150
48,0,vacation,6,0,car,25
200,4,vacation,6,1,car,1140
40,0,vacation,3,0,car,15
123,0,vacation,6,1,car,67
216,2,vacation,6,0,car,750
128,0,vacation,5,0,car,100
44,17,vacation,5,0,car,320
107,0,vacation,3,0,car,130
526,1,vacation,1,2,car,775
94,0,vacation,3,1,car,120
78,0,vacation,5,1,car,90
1821,9,vacation,6,0,plane,5485
2500,5,vacation,4,0,plane,1315
413,7,vacation,3,1,car,1100
42,0,vacation,4,4,car,20
92,0,vacation,6,0,car,68
668,2,vacation,4,0,car,960
112,0,vacation,5,0,car,850
43,0,vacation,5,3,car,200
131,1,vacation,4,0,car,795
216,1,vacation,5,3,car,399
80,0,vacation,5,0,car,20
133,2,vacation,5,3,car,262
187,2,vacation,2,3,car,100
235,7,vacation,5,2,car,410
89,0,vacation,6,0,car,30
1307,2,vacation,5,3,plane,2885
168,0,vacation,4,1,car,345
2893,13,vacation,5,0,plane,4024
159,1,vacation,6,0,car,455
174,0,vacation,6,0,car,355
113,0,vacation,6,2,car,50
44,0,vacation,4,0,car,50
269,2,vacation,2,0,car,2200
52,2,vacation,6,3,car,180
143,1,vacation,2,3,car,340
48,0,vacation,6,0,car,35
231,0,vacation,4,0,car,25
123,0,vacation,2,3,car,60
105,0,vacation,4,11,car,510
42,0,vacation,3,1,car,28
157,1,vacation,1,1,car,275
184,1,vacation,5,0,car,112
275,1,vacation,2,0,car,260
110,1,vacation,5,0,car,1166
51,0,vacation,2,0,car,15
285,2,vacation,5,0,car,200
172,1,vacation,5,0,car,225
94,12,vacation,6,0,car,223
130,0,vacation,4,0,car,120
96,6,vacation,4,0,car,750
291,1,vacation,2,1,car,225
43,0,vacation,4,1,car,25
218,2,vacation,6,2,car,980
62,2,vacation,3,4,car,355
555,1,vacation,2,0,car,971
97,0,vacation,3,0,car,120
651,0,vacation,2,0,car,130
122,0,visit,5,1,car,370
526,1,visit,1,0,plane,395
277,0,visit,5,0,car,87
64,0,visit,6,0,car,200
261,0,visit,6,0,car,50
93,0,visit,6,0,car,200
361,1,visit,5,0,car,140
151,4,visit,5,0,car,580
195,2,visit,4,0,car,300
289,4,visit,2,0,car,230
193,1,visit,3,0,car,214
115,1,visit,5,0,car,65
200,2,visit,4,0,car,70
443,4,visit,6,0,car,1750
50,0,visit,5,0,car,122
83,0,visit,2,0,car,85
281,0,visit,5,0,car,125
79,0,visit,1,3,car,0
109,0,visit,6,0,car,31
113,3,visit,6,0,car,170
1628,21,visit,6,0,car,1220
158,1,visit,6,0,car,120
147,0,visit,4,0,car,80
194,1,visit,4,0,car,155
155,2,visit,6,0,car,80
88,0,visit,4,0,car,30
133,2,visit,2,0,car,185
1166,6,visit,5,0,plane,1730
231,2,visit,3,5,car,420
42,0,visit,6,0,car,65
278,1,visit,5,0,car,110
44,0,visit,6,0,car,118
184,0,visit,3,0,car,75
46,0,visit,6,0,car,10
45,0,visit,6,0,car,75
144,0,visit,1,1,car,60170
172,1,visit,3,1,car,405
51,0,visit,2,3,car,15
232,4,visit,4,0,car,85
114,0,visit,6,0,car,425
263,6,visit,6,0,car,650
337,2,visit,5,1,car,80
112,0,visit,3,0,car,0
145,0,visit,5,0,car,50
109,0,visit,5,0,car,90
52,0,visit,2,3,car,20
333,2,visit,6,1,car,110
110,1,visit,4,0,car,158
86,0,visit,6,0,car,35
97,0,visit,4,0,car,200
236,4,visit,6,0,car,525
71,0,visit,5,0,car,50
129,0,visit,6,0,car,425
87,3,visit,6,2,car,132
75,0,visit,4,0,car,80
60,0,visit,5,0,car,55
75,0,visit,6,0,car,59
743,7,visit,5,0,car,2420
346,1,visit,5,0,car,105
123,0,visit,5,1,car,130
135,2,visit,3,0,car,100
211,0,visit,5,0,car,100
645,0,visit,1,0,car,150
2927,3,visit,6,0,plane,744
254,0,visit,3,1,car,100
108,12,visit,6,10,car,1090
261,2,visit,3,0,car,395
143,0,visit,5,0,car,28
46,0,visit,5,0,car,55
129,0,visit,5,0,car,278
67,0,visit,4,0,car,70
215,0,visit,5,1,car,100
728,11,visit,2,0,plane,490
42,0,visit,3,0,car,40
42,0,visit,2,0,car,0
183,4,visit,6,0,car,260
108,0,visit,6,0,car,90
167,3,visit,6,0,car,489
43,0,visit,6,0,car,39
55,0,visit,6,0,car,30
114,0,visit,5,0,car,50
63,0,visit,5,0,car,50
2241,8,visit,6,0,plane,1550
73,0,visit,2,0,car,70
219,0,visit,5,2,car,40
251,1,visit,5,3,car,55
146,0,visit,4,0,car,1110
61,0,visit,4,0,car,20
92,0,visit,5,0,car,70
103,0,visit,4,0,car,30
73,1,visit,6,1,car,100
112,0,visit,2,0,car,45
82,0,visit,3,0,car,85
46,0,visit,6,0,car,0
60,0,visit,6,1,car,0
526,6,visit,5,0,car,626
485,1,visit,1,0,car,150
90,0,visit,6,0,car,25
85,0,visit,6,0,car,66
69,0,visit,6,0,car,70
2125,15,visit,6,1,plane,1887
57,1,visit,6,0,car,115
500,0,visit,4,0,car,20
776,8,visit,6,0,car,800
103,0,visit,2,0,car,20
141,2,visit,1,0,car,90
147,0,visit,5,0,car,110
241,1,visit,2,1,car,160
98,5,visit,6,0,car,4252
136,1,visit,4,0,car,75
100,0,visit,6,0,car,100
115,1,visit,6,0,car,35
59,0,visit,5,0,car,928
288,0,visit,2,0,car,60
1049,2,visit,4,0,plane,960
108,0,visit,2,0,car,40
63,0,visit,5,0,car,140
1431,8,visit,5,0,car,786
48,0,visit,2,0,car,30
326,3,visit,5,0,car,450
195,0,visit,5,0,car,80
732,5,visit,6,0,car,550
98,0,visit,5,0,car,50
67,0,visit,6,0,car,135
1109,1,visit,1,1,plane,650
269,3,visit,1,0,car,432
675,8,visit,5,0,car,670
151,0,visit,5,0,car,50
105,1,visit,5,0,car,80
72,0,visit,6,0,car,105
133,1,visit,5,0,car,90
348,6,visit,5,0,car,400
42,0,visit,5,0,car,0
198,1,visit,5,0,car,300
311,7,visit,4,0,car,100
1903,14,visit,2,0,plane,825
126,2,visit,4,0,car,295
42,0,visit,6,0,car,20
235,0,visit,5,0,car,70
81,0,visit,6,0,car,35
67,0,visit,5,0,car,140
2701,2,visit,4,0,plane,812
676,0,visit,2,1,car,150
298,1,visit,4,0,car,305
52,0,visit,3,0,car,25
231,0,visit,6,0,car,45
277,1,visit,5,0,car,416
3002,3,visit,5,1,plane,850
124,0,visit,5,2,car,100
113,0,visit,6,0,car,55
124,0,visit,6,2,car,200
44,0,visit,4,0,car,40
889,7,visit,1,0,plane,302
375,0,visit,5,0,car,620
63,0,visit,1,1,car,115
1119,8,visit,6,0,car,1520
70,0,visit,2,0,car,25
171,1,visit,6,0,car,120
141,2,visit,2,0,car,90
41,0,visit,5,0,car,120
143,1,visit,3,1,car,173
72,0,visit,5,0,car,20
190,0,visit,6,0,car,50
95,0,visit,6,0,car,120
375,3,visit,2,0,car,326
67,0,visit,2,0,car,520
597,2,visit,2,2,car,415
235,2,visit,5,0,car,300
79,1,visit,1,1,car,70
3475,38,visit,6,0,plane,3677
64,0,visit,6,0,car,60
357,1,visit,5,0,car,658
53,0,visit,5,0,car,62
78,0,visit,6,0,car,120
31,1,visit,6,1,car,0
66,0,visit,5,0,car,140
327,3,visit,1,0,car,300
78,0,visit,5,1,car,20
346,1,visit,5,0,car,280
97,1,visit,2,0,car,70
110,1,visit,4,0,car,190
51,0,visit,6,0,car,40
526,4,visit,5,0,car,315
158,1,visit,5,0,car,210
55,0,visit,4,0,car,144
45,0,visit,5,0,car,90
81,2,visit,6,0,car,160
98,0,visit,3,5,car,175
39,1,visit,4,0,car,30
132,0,visit,6,1,car,50
129,0,visit,5,0,car,30
361,0,visit,4,0,car,40
402,3,visit,5,0,car,220
391,5,visit,4,1,car,900
150,2,visit,4,0,car,445
1423,12,visit,4,0,plane,1010
160,0,visit,6,0,car,80
850,3,visit,4,0,plane,1110
3682,1,visit,2,0,plane,923
336,3,visit,5,0,car,640
162,0,visit,6,0,car,30
54,1,visit,6,0,car,125
631,5,visit,5,2,car,1105
270,1,visit,5,0,car,320
108,2,visit,6,0,car,65
90,0,visit,3,0,car,25
181,1,visit,4,0,car,110
73,0,visit,4,0,car,140
192,1,visit,4,0,car,170
646,1,visit,4,0,car,90
54,0,visit,6,0,car,25
229,0,visit,6,1,car,310
92,2,visit,5,0,car,40
161,0,visit,5,0,car,50
23,0,visit,5,1,car,87
71,0,visit,6,0,car,80
177,0,visit,6,2,car,101
93,0,visit,5,0,car,60
4372,8,visit,4,0,plane,5090
85,1,visit,2,0,car,40
1306,10,visit,6,0,plane,1200
62,0,visit,2,0,car,20
154,1,visit,6,0,car,60
71,0,visit,4,3,car,70
128,0,visit,2,1,car,78
44,0,visit,5,0,car,85
41,0,visit,5,1,car,110
58,0,visit,3,0,car,10
23,0,visit,6,0,car,35
69,0,visit,6,0,car,50
613,0,visit,5,0,car,163
485,2,visit,6,2,car,800
51,0,visit,2,2,car,20
176,0,visit,3,0,car,70
43,0,visit,6,0,car,30
68,0,visit,4,0,car,100
145,0,visit,5,0,car,55
128,0,visit,3,0,car,40
56,0,visit,6,0,car,142
44,0,visit,5,0,car,20
80,0,visit,6,0,car,130
255,2,visit,5,0,car,105
231,0,visit,3,0,car,160
58,0,visit,5,0,car,586
86,0,visit,5,0,car,20
77,1,visit,6,0,car,30
251,0,visit,2,0,car,50
164,0,visit,2,0,car,40
94,2,visit,5,0,plane,570
128,1,visit,2,0,car,30
485,1,visit,3,1,car,1540
57,0,visit,2,0,car,30
63,0,visit,5,0,car,25
128,0,visit,6,0,car,20
124,0,visit,6,0,car,40
173,1,visit,5,0,car,184
209,0,visit,6,0,car,85
3513,15,visit,6,0,plane,2380
51,0,visit,5,0,car,20
69,0,visit,5,0,car,100
58,0,visit,6,0,car,40
581,3,visit,6,1,car,295
61,0,visit,5,0,car,16
50,0,visit,2,0,car,50
195,1,visit,2,0,car,170
59,0,visit,3,0,car,45
71,0,visit,3,0,car,40
156,2,visit,5,0,car,800
103,0,visit,4,2,car,200
123,0,visit,2,0,car,100
447,0,visit,4,0,car,30
575,0,visit,4,0,car,30
71,0,visit,1,3,car,300
254,3,visit,4,0,car,225
63,0,visit,2,1,car,60
641,7,visit,5,0,plane,900
51,0,visit,5,0,car,60
228,1,visit,4,0,car,235
139,0,visit,6,0,car,50
1020,4,visit,4,1,plane,300
91,0,visit,5,2,car,0
42,0,visit,5,0,car,130
121,2,visit,2,0,car,40
317,4,visit,5,0,plane,365
1206,4,visit,5,0,plane,335
306,0,visit,6,0,car,0
231,2,visit,5,1,car,436
244,2,visit,5,0,car,480
54,0,visit,5,1,car,120
79,2,visit,3,1,car,180
281,2,visit,3,2,car,225
222,1,visit,5,0,car,35
2744,14,visit,4,0,plane,4000
842,11,visit,6,0,car,780
64,0,visit,5,3,car,80
168,1,visit,3,0,car,100
40,0,visit,4,0,car,8
91,0,visit,6,0,car,38
203,3,visit,5,0,car,125
243,0,visit,2,0,car,65
387,0,visit,2,0,plane,540
120,0,visit,6,0,car,45
137,0,visit,4,0,car,30
345,2,visit,3,0,plane,70
148,0,visit,3,0,car,115
52,0,visit,6,0,car,3
42,0,visit,5,0,car,350
141,3,visit,2,2,car,0
267,2,visit,2,1,car,120
71,0,visit,6,0,car,45
191,1,visit,4,0,car,85
69,0,visit,4,0,car,26
62,1,visit,6,0,car,60
439,2,visit,4,1,car,290
210,1,visit,5,0,car,50
1201,5,visit,5,1,car,375
251,0,visit,3,0,car,62
235,2,visit,2,0,car,200
123,0,visit,6,0,car,40
900,7,visit,2,0,plane,1007
42,0,visit,4,0,car,10
150,0,visit,6,0,car,60
145,0,visit,6,0,car,50
235,0,visit,3,0,car,20
509,3,visit,5,0,car,265
161,0,visit,5,0,car,70
87,0,visit,5,0,car,62
80,0,visit,6,0,car,6
79,0,visit,2,0,car,25
71,0,visit,4,1,car,80
132,1,visit,2,0,car,50
73,0,visit,4,1,car,75
829,12,visit,3,0,plane,722
46,0,visit,6,0,car,45
526,3,visit,3,0,plane,620
172,0,visit,2,0,car,160
121,0,visit,5,0,car,175
336,2,visit,6,0,car,166
103,0,visit,2,0,car,135
667,7,visit,5,1,plane,590
42,0,visit,2,1,car,50
54,0,visit,4,0,car,30
281,6,visit,6,0,car,220
386,3,visit,6,0,car,100
430,2,visit,1,0,car,220
25,1,visit,2,0,car,120
123,0,visit,5,0,car,80
133,1,visit,6,3,car,94
141,0,visit,6,1,car,20
370,1,visit,3,0,car,560
326,4,visit,5,0,car,173
174,2,visit,1,0,car,50
88,0,visit,4,0,car,30
73,0,visit,4,0,car,75
97,0,visit,6,2,car,30
71,0,visit,6,0,car,170
40,0,visit,6,0,car,56
71,0,visit,5,0,car,40
273,0,visit,6,0,car,90
86,2,visit,4,0,car,15
248,0,visit,5,0,car,225
65,0,visit,4,0,car,20
403,3,visit,5,0,plane,660
174,2,visit,2,0,car,90
102,0,visit,3,0,car,100
154,0,visit,5,0,car,100
168,0,visit,6,2,car,85
45,0,visit,6,0,car,20
78,0,visit,6,2,car,20
159,0,visit,5,0,car,135
1522,9,visit,6,0,car,1825
124,0,visit,6,0,car,113
249,2,visit,5,0,car,720
40,0,visit,5,0,car,180
123,0,visit,6,0,car,130
33,12,visit,3,0,car,52
109,0,visit,4,0,car,100
1287,3,visit,5,0,plane,1000
2432,5,visit,4,0,plane,1180
40,1,visit,6,1,car,75
241,2,visit,4,0,car,356
