age,education_num,marital_status,occupation,cap_gain,hours_per_week,score,value_flag
22,10,Never-married,Group 3,0,30,59.54,Low
49,9,Married-civ-spouse,Group 3,0,44,58.63,Low
36,9,Divorced,Group 2,0,40,56.84,Low
38,10,Divorced,Group 5,0,50,64.06,Low
46,14,Married-civ-spouse,Group 5,0,45,64.03,High
24,12,Never-married,Group 2,0,40,62.08,Low
26,13,Never-married,Group 2,0,40,59.46,Low
47,4,Married-civ-spouse,Group 2,0,40,64.53,Low
40,10,Married-civ-spouse,Group 1,0,40,60.4,High
31,14,Never-married,Group 5,0,50,56.09,Low
42,3,Married-spouse-absent,Group 2,0,35,61.37,Low
48,11,Married-civ-spouse,Group 3,0,70,61.96,High
56,10,Separated,Group 4,0,38,60.23,Low
50,9,Married-civ-spouse,Group 4,0,40,62.85,High
17,6,Never-married,Group 1,0,20,52.21,Low
21,9,Never-married,Group 1,0,25,60.01,Low
50,9,Divorced,Group 2,0,40,62.57,Low
49,9,Divorced,Group 3,0,32,54.73,Low
34,9,Married-civ-spouse,Group 3,0,15,59.12,Low
32,9,Married-civ-spouse,Group 3,0,60,66.36,High
28,10,Married-civ-spouse,Group 2,0,40,56.54,High
62,13,Married-civ-spouse,Group 5,0,50,56.26,High
23,13,Never-married,Group 5,0,15,61.66,Low
24,14,Never-married,Group 5,0,40,63.95,Low
31,11,Married-civ-spouse,Group 5,0,40,54.15,Low
36,9,Married-civ-spouse,Group 3,0,40,62.84,Low
58,12,Married-civ-spouse,Group 1,0,35,60.76,Low
46,3,Married-civ-spouse,Group NA,0,40,52.37,Low
39,14,Married-civ-spouse,Group 5,0,40,62.52,High
48,9,Never-married,Group NA,0,18,59.25,Low
21,9,Never-married,Group 3,0,42,64.32,Low
39,9,Married-civ-spouse,Group 1,0,40,55,Low
21,10,Never-married,Group 3,0,35,62.58,Low
33,11,Married-civ-spouse,Group 5,0,40,58.1,High
37,9,Married-civ-spouse,Group 3,0,50,57.88,High
29,9,Never-married,Group 1,0,40,62.77,Low
30,13,Married-civ-spouse,Group NA,0,40,55.75,High
43,9,Divorced,Group 2,0,40,66.46,Low
22,9,Never-married,Group 3,0,40,60.86,Low
25,14,Never-married,Group 5,0,40,66.03,High
69,10,Married-civ-spouse,Group 1,0,40,54.91,Low
17,7,Never-married,Group 1,0,25,63.34,Low
18,7,Never-married,Group NA,0,12,56.18,Low
54,9,Widowed,Group 1,0,40,55.52,Low
65,9,Married-civ-spouse,Group NA,0,45,60.4,Low
28,8,Married-civ-spouse,Group 2,0,40,58.59,Low
27,11,Never-married,Group 4,0,38,55.39,Low
35,12,Divorced,Group 3,0,45,65.3,High
38,11,Married-civ-spouse,Group 4,0,40,63.43,High
33,9,Married-civ-spouse,Group 4,0,40,61.43,Low
26,9,Never-married,Group 3,0,40,58.41,Low
56,10,Married-civ-spouse,Group 3,0,60,60.5,High
38,13,Married-civ-spouse,Group 5,0,70,60.01,High
51,10,Married-civ-spouse,Group 5,0,60,52.12,Low
26,10,Never-married,Group 1,0,50,60.01,Low
33,13,Married-civ-spouse,Group 5,0,55,66.46,High
44,4,Married-civ-spouse,Group 1,0,50,55.44,Low
36,5,Divorced,Group 3,0,40,71.18,Low
42,10,Divorced,Group 3,0,40,62.57,Low
44,12,Married-civ-spouse,Group 5,0,40,66.74,Low
44,13,Married-civ-spouse,Group 3,15024,55,62.43,High
21,10,Never-married,Group 3,0,20,63.29,Low
41,10,Married-civ-spouse,Group 3,0,50,53.49,High
41,16,Married-civ-spouse,Group 5,15024,50,65.49,High
62,11,Married-civ-spouse,Group 5,7298,50,62.41,High
27,7,Separated,Group 3,0,45,61.43,Low
38,13,Married-civ-spouse,Group 5,0,40,63.52,High
60,10,Separated,Group 3,0,30,64.26,Low
24,8,Never-married,Group 2,0,40,54.25,Low
24,9,Married-civ-spouse,Group NA,0,40,55.56,Low
22,9,Never-married,Group 1,0,40,62.4,Low
32,10,Never-married,Group NA,0,40,60.37,Low
22,2,Never-married,Group 2,0,24,64.42,Low
51,13,Married-civ-spouse,Group 5,0,40,55.56,Low
31,14,Married-civ-spouse,Group 5,0,48,60.32,High
42,15,Married-civ-spouse,Group 5,0,55,61.21,High
48,12,Divorced,Group NA,14084,40,68.36,High
49,9,Married-civ-spouse,Group 2,7298,43,66.39,High
37,13,Never-married,Group 4,0,42,63.75,Low
37,15,Married-civ-spouse,Group 5,0,45,60.8,High
66,13,Married-civ-spouse,Group 1,0,40,62.24,High
18,9,Never-married,Group NA,0,24,60.78,Low
46,11,Separated,Group 2,0,40,57.23,Low
52,9,Married-civ-spouse,Group 3,0,40,65.16,High
23,9,Never-married,Group 3,0,40,60.11,Low
67,9,Widowed,Group 5,0,38,55.56,High
19,10,Never-married,Group 3,0,25,63.89,Low
37,13,Never-married,Group 5,0,45,56.03,Low
42,9,Married-civ-spouse,Group 5,0,60,60.12,High
39,10,Married-civ-spouse,Group 1,0,40,58.35,Low
54,9,Married-civ-spouse,Group 3,0,40,61.27,High
46,9,Married-civ-spouse,Group 2,0,40,63.46,Low
47,9,Separated,Group NA,0,32,60.85,Low
33,9,Never-married,Group 1,0,40,58.92,Low
69,10,Widowed,Group 2,0,14,58.63,Low
21,10,Never-married,Group 1,0,40,59.29,Low
27,9,Never-married,Group 1,0,48,54.76,Low
39,9,Married-civ-spouse,Group 5,0,40,66.2,High
23,10,Divorced,Group 2,0,40,52.02,Low
26,11,Divorced,Group 5,0,36,52.93,Low
42,16,Married-spouse-absent,Group 5,0,40,56.46,Low
36,9,Divorced,Group 3,0,40,64.23,Low
24,9,Never-married,Group 3,0,40,54.9,Low
35,5,Married-civ-spouse,Group 1,0,40,59.7,Low
42,9,Divorced,Group 1,0,40,59.45,Low
37,11,Married-civ-spouse,Group 3,4386,44,61.22,High
41,16,Married-civ-spouse,Group 5,0,50,65.11,High
27,11,Never-married,Group 2,0,40,57.37,Low
42,15,Married-civ-spouse,Group 5,99999,50,67.04,High
44,13,Married-civ-spouse,Group NA,0,16,57.45,High
18,9,Never-married,Group 2,0,16,58.46,Low
41,13,Married-civ-spouse,Group 4,0,40,63.99,High
31,9,Married-civ-spouse,Group 1,0,40,54.31,Low
26,10,Married-civ-spouse,Group 3,0,40,60.3,Low
67,2,Widowed,Group 2,2062,34,66.56,Low
37,10,Married-civ-spouse,Group 5,0,60,60.9,High
51,9,Married-civ-spouse,Group 3,0,40,63.2,Low
26,10,Never-married,Group 3,0,40,56.48,Low
40,12,Married-civ-spouse,Group 5,7688,40,57.87,High
25,9,Never-married,Group 1,0,40,63.5,Low
38,11,Married-civ-spouse,Group 2,0,40,63.55,High
43,9,Separated,Group 3,0,40,64.74,Low
23,10,Separated,Group 2,0,40,66.19,Low
44,13,Married-civ-spouse,Group 5,0,50,61.16,High
60,14,Divorced,Group 5,0,25,66.84,Low
38,14,Never-married,Group 5,0,55,58.11,Low
21,10,Never-married,Group 5,0,20,62.78,Low
18,10,Never-married,Group 2,0,25,53.3,Low
49,13,Divorced,Group 5,27828,60,61.87,High
43,3,Divorced,Group 1,0,40,59,Low
26,7,Never-married,Group NA,0,65,56.53,Low
36,9,Married-civ-spouse,Group 3,0,25,59.36,High
31,9,Married-civ-spouse,Group 3,5178,35,60.6,High
38,9,Divorced,Group 2,0,40,56.36,Low
43,10,Married-civ-spouse,Group 2,0,84,66.69,Low
58,9,Divorced,Group 1,0,35,52.23,Low
55,9,Divorced,Group 2,0,29,62.01,Low
39,12,Divorced,Group 5,0,35,69.4,Low
38,13,Divorced,Group 5,0,35,59.55,Low
54,9,Widowed,Group 3,0,35,56.95,Low
57,15,Married-civ-spouse,Group 5,0,40,56.06,Low
35,12,Married-civ-spouse,Group 4,0,52,55.3,Low
44,15,Married-civ-spouse,Group 5,0,60,60.54,High
36,9,Married-civ-spouse,Group 3,0,40,65.11,Low
58,9,Married-civ-spouse,Group 3,0,40,66.94,Low
39,10,Never-married,Group 1,0,40,56.53,Low
25,15,Never-married,Group 5,0,8,61.01,Low
54,13,Married-civ-spouse,Group 5,0,40,56.86,Low
23,13,Never-married,Group 4,0,40,66.91,Low
37,10,Never-married,Group 3,0,60,56.7,Low
60,12,Married-civ-spouse,Group 1,0,40,58.83,Low
66,4,Widowed,Group 1,0,20,61.22,Low
36,12,Married-civ-spouse,Group 2,0,50,53.28,Low
29,9,Married-spouse-absent,Group 3,0,50,55.34,High
29,13,Never-married,Group 2,2202,40,62.33,Low
25,13,Divorced,Group 5,0,44,52.74,Low
62,9,Widowed,Group NA,0,25,55.66,Low
23,10,Never-married,Group 2,0,40,67.76,Low
38,9,Never-married,Group 1,0,40,59.79,Low
33,10,Married-civ-spouse,Group 1,0,50,60.73,High
49,10,Married-civ-spouse,Group 2,0,60,62.56,Low
57,9,Married-civ-spouse,Group 5,0,60,55.75,High
57,13,Married-civ-spouse,Group 5,0,45,49.97,Low
46,10,Never-married,Group 2,0,45,62.45,Low
37,14,Married-civ-spouse,Group 5,0,70,58.43,High
43,13,Married-civ-spouse,Group 3,0,45,69.5,High
26,9,Never-married,Group 1,0,35,49.36,Low
40,11,Separated,Group 5,0,40,50.1,Low
39,9,Never-married,Group 3,0,40,53.91,Low
39,12,Divorced,Group 1,0,40,51.53,Low
31,10,Married-civ-spouse,Group 2,0,40,55.48,Low
31,13,Married-civ-spouse,Group 2,0,36,57.35,Low
27,13,Never-married,Group 2,0,40,61.56,Low
36,13,Married-civ-spouse,Group 5,0,50,59.49,Low
40,13,Divorced,Group 4,8614,40,59.66,High
57,9,Married-civ-spouse,Group 1,0,40,58.69,Low
24,9,Never-married,Group 1,0,35,62.82,Low
30,10,Never-married,Group 3,0,45,65.31,Low
28,8,Never-married,Group 3,0,50,59.89,Low
22,13,Never-married,Group 5,0,40,54.27,Low
31,4,Never-married,Group 1,0,50,62.41,Low
33,9,Married-civ-spouse,Group 3,0,44,65.53,High
20,10,Never-married,Group 1,0,15,63.84,Low
25,8,Married-civ-spouse,Group 2,0,60,60.54,Low
49,10,Married-civ-spouse,Group 2,0,40,62.45,Low
21,9,Never-married,Group 1,0,35,61.17,Low
45,13,Married-civ-spouse,Group 5,0,45,57.94,High
36,9,Married-civ-spouse,Group 5,0,45,68.27,High
41,3,Married-spouse-absent,Group 1,0,32,64.77,Low
23,13,Never-married,Group 3,0,12,69.28,Low
47,13,Married-civ-spouse,Group 5,0,50,64.73,High
41,9,Divorced,Group 5,0,50,60.29,Low
30,9,Never-married,Group 1,0,40,59.92,Low
29,10,Never-married,Group 2,0,40,66.83,Low
31,4,Divorced,Group 2,0,40,63.47,Low
64,5,Married-civ-spouse,Group NA,0,50,68.03,Low
55,5,Married-civ-spouse,Group 2,0,40,56.72,Low
19,9,Never-married,Group 1,0,35,60.76,Low
31,8,Married-civ-spouse,Group 4,0,40,66.03,High
18,7,Never-married,Group 1,0,8,69.37,Low
68,9,Widowed,Group 3,0,24,58.7,Low
50,10,Married-civ-spouse,Group NA,0,40,58.08,Low
36,10,Never-married,Group 5,0,48,55.01,Low
44,15,Married-civ-spouse,Group 5,0,50,63.25,High
58,9,Married-civ-spouse,Group 2,0,20,54.35,High
20,9,Never-married,Group 3,0,20,52.7,Low
18,6,Never-married,Group 1,0,40,52.21,Low
32,9,Never-married,Group 1,0,30,57.71,Low
49,9,Divorced,Group 1,0,40,61.05,Low
34,9,Married-civ-spouse,Group 2,0,40,62.09,Low
22,9,Never-married,Group 2,0,40,57.99,Low
40,9,Married-civ-spouse,Group 1,0,45,59.4,Low
35,9,Married-civ-spouse,Group 1,0,40,60.92,Low
26,10,Married-civ-spouse,Group 3,0,50,50.33,Low
44,8,Married-civ-spouse,Group 5,0,60,63.36,Low
55,9,Divorced,Group 5,0,60,65.4,Low
21,11,Married-civ-spouse,Group 3,0,40,54.48,Low
54,10,Married-civ-spouse,Group 3,0,40,60.02,Low
39,10,Never-married,Group 2,2202,44,65.2,Low
52,9,Divorced,Group 1,0,38,56.91,Low
57,13,Married-civ-spouse,Group 3,0,50,61.15,High
67,4,Widowed,Group NA,0,35,65.36,Low
58,9,Divorced,Group 2,0,40,64.71,Low
27,10,Never-married,Group 5,0,16,68.12,Low
66,9,Married-civ-spouse,Group NA,0,15,51.68,Low
41,10,Divorced,Group 2,0,40,59.42,Low
18,7,Never-married,Group 5,0,16,67.66,Low
58,9,Widowed,Group 3,8614,52,60.08,High
50,3,Divorced,Group 1,0,37,58.17,Low
31,10,Never-married,Group 5,0,40,60.16,Low
32,6,Divorced,Group 2,0,40,64.07,Low
37,10,Married-civ-spouse,Group 3,0,45,65.93,Low
26,13,Married-civ-spouse,Group 5,0,20,50.74,Low
33,11,Married-civ-spouse,Group 4,0,50,54.6,Low
35,9,Never-married,Group 1,0,40,66.36,Low
44,13,Never-married,Group 5,0,45,60.96,Low
26,13,Never-married,Group 3,0,40,59.4,Low
48,9,Divorced,Group 2,0,40,67.48,Low
40,13,Never-married,Group 4,0,40,58.54,Low
62,6,Married-civ-spouse,Group 3,0,35,60.76,Low
37,15,Married-civ-spouse,Group 3,0,45,59,High
18,7,Never-married,Group 3,0,18,71.54,Low
48,9,Divorced,Group 2,0,38,60.08,Low
45,14,Married-civ-spouse,Group 5,0,50,57.6,Low
35,10,Married-civ-spouse,Group 3,0,45,71.33,Low
35,9,Divorced,Group 3,0,40,56.1,Low
34,9,Married-civ-spouse,Group 5,0,51,61.17,Low
29,9,Married-civ-spouse,Group 1,0,40,57.01,Low
19,10,Never-married,Group 3,0,30,58.51,Low
53,10,Married-civ-spouse,Group 4,0,60,63.59,Low
49,10,Divorced,Group 1,0,40,65.13,Low
71,9,Widowed,Group 3,0,16,61.95,Low
38,4,Married-civ-spouse,Group 3,0,36,62.09,Low
39,14,Married-civ-spouse,Group 5,0,45,60.32,Low
23,13,Never-married,Group 2,0,40,57.92,Low
29,13,Married-civ-spouse,Group 3,0,50,57.89,High
52,3,Divorced,Group 2,0,40,63.65,Low
41,10,Married-civ-spouse,Group 2,0,40,65.78,High
20,10,Never-married,Group 1,0,35,60.78,Low
30,10,Married-civ-spouse,Group 4,0,45,63.86,Low
56,6,Divorced,Group 2,0,36,60.09,Low
26,9,Divorced,Group 3,0,40,55.8,Low
36,9,Divorced,Group 2,0,40,54.27,Low
26,13,Never-married,Group 5,0,42,61.16,Low
58,12,Married-civ-spouse,Group 2,0,40,56.16,High
24,13,Never-married,Group 2,0,40,67.1,Low
41,10,Divorced,Group 3,0,32,62.86,Low
27,10,Never-married,Group 3,0,35,62.76,Low
28,10,Separated,Group 5,0,40,54.34,Low
57,9,Married-civ-spouse,Group 5,0,40,56.19,Low
21,10,Never-married,Group 5,0,20,55.72,Low
50,9,Married-civ-spouse,Group 1,0,40,61.93,Low
27,9,Married-civ-spouse,Group 1,0,40,61.85,Low
58,13,Never-married,Group 5,0,60,56.8,Low
27,13,Married-civ-spouse,Group 5,0,50,68.48,Low
36,9,Separated,Group 3,0,17,55.24,Low
68,13,Married-civ-spouse,Group 5,20051,40,59.4,High
33,9,Widowed,Group 3,0,40,55.68,Low
19,10,Never-married,Group 1,0,18,58.67,Low
26,9,Separated,Group 2,0,40,64.77,Low
37,9,Never-married,Group 1,0,30,60.91,Low
53,9,Married-civ-spouse,Group 2,0,45,60.3,Low
32,10,Never-married,Group 4,0,38,54.34,Low
18,7,Never-married,Group 5,0,25,59.73,Low
53,9,Married-civ-spouse,Group 3,0,40,60.68,High
40,13,Married-civ-spouse,Group 5,0,40,58.43,Low
50,10,Divorced,Group 5,0,40,65.86,Low
43,13,Married-civ-spouse,Group 5,15024,50,63.63,High
60,13,Married-civ-spouse,Group 3,0,46,56.8,High
28,9,Married-civ-spouse,Group 3,0,40,64.45,Low
34,9,Divorced,Group 3,0,45,63.77,Low
37,9,Divorced,Group 3,0,40,65.31,Low
25,9,Married-civ-spouse,Group 4,0,40,51.81,Low
46,14,Married-civ-spouse,Group 5,15024,65,62.36,High
21,7,Married-spouse-absent,Group 1,0,40,56.68,Low
26,13,Never-married,Group 5,0,45,59.22,Low
47,9,Never-married,Group 2,0,40,64.47,Low
18,8,Never-married,Group 1,0,20,61.34,Low
22,13,Never-married,Group 3,0,16,64.17,Low
36,10,Divorced,Group 2,0,30,64.51,Low
59,9,Married-civ-spouse,Group 3,0,48,56.33,Low
33,9,Married-civ-spouse,Group 1,0,38,63.17,Low
33,6,Divorced,Group 3,0,35,61.85,Low
53,13,Married-civ-spouse,Group 2,0,50,56.51,Low
44,10,Married-civ-spouse,Group 5,3411,40,61.35,Low
55,9,Married-civ-spouse,Group 5,0,50,57.47,Low
56,9,Married-civ-spouse,Group 3,0,50,66.24,Low
54,10,Divorced,Group 3,0,35,58.57,Low
51,9,Divorced,Group 5,0,40,51.75,Low
31,10,Never-married,Group 2,2463,38,72.58,Low
43,14,Married-civ-spouse,Group 5,0,50,65.64,High
44,9,Divorced,Group 1,0,40,55.81,Low
22,10,Never-married,Group 5,0,50,57.02,Low
43,9,Married-civ-spouse,Group 1,0,40,60.6,Low
26,12,Never-married,Group 2,0,40,62.76,Low
30,13,Never-married,Group 3,0,18,60.35,Low
30,5,Married-civ-spouse,Group 3,2580,40,65.16,Low
46,9,Never-married,Group 1,0,15,60.63,Low
27,13,Married-civ-spouse,Group 3,0,50,59.97,Low
26,9,Married-civ-spouse,Group 3,0,50,61.37,Low
36,13,Never-married,Group 5,8614,40,64.94,High
25,9,Separated,Group 3,0,35,65.64,Low
30,15,Never-married,Group 5,0,40,60.66,Low
46,9,Married-civ-spouse,Group 1,7298,40,63.92,High
47,10,Married-civ-spouse,Group 2,0,48,52.94,High
66,13,Married-civ-spouse,Group 3,5556,26,62.11,High
43,6,Married-civ-spouse,Group 1,0,40,61.06,Low
71,9,Widowed,Group NA,0,20,61.74,Low
36,13,Married-civ-spouse,Group 2,0,55,56.83,High
46,9,Married-spouse-absent,Group NA,0,40,59.93,Low
44,10,Widowed,Group 2,0,15,62.56,Low
42,16,Married-civ-spouse,Group 5,0,50,59.47,Low
39,13,Married-civ-spouse,Group 3,0,45,56.37,High
36,12,Married-civ-spouse,Group 5,0,50,57.62,High
60,13,Married-civ-spouse,Group 5,0,45,64.16,High
37,10,Married-civ-spouse,Group 2,0,50,55.68,High
26,13,Never-married,Group 3,0,20,56.33,Low
24,13,Never-married,Group 2,0,30,57.74,Low
17,7,Never-married,Group NA,0,18,57.81,Low
45,14,Divorced,Group 5,0,35,56.9,Low
54,10,Married-civ-spouse,Group 5,0,48,64.68,High
22,10,Never-married,Group 3,0,30,64.16,Low
63,14,Married-civ-spouse,Group 5,0,48,61.11,Low
22,9,Married-civ-spouse,Group 3,0,43,61.46,Low
27,10,Never-married,Group 1,0,25,61.89,Low
33,5,Married-civ-spouse,Group 3,0,33,65.64,Low
64,13,Widowed,Group 5,0,30,53.64,Low
50,12,Married-civ-spouse,Group 5,0,50,62.4,High
44,11,Widowed,Group 5,0,40,60.84,Low
31,9,Married-civ-spouse,Group 3,0,50,57.05,Low
44,9,Divorced,Group 2,0,40,59.32,Low
53,6,Married-civ-spouse,Group 2,0,35,59.88,Low
33,9,Widowed,Group 1,0,40,57.53,Low
34,8,Married-civ-spouse,Group 4,0,40,58.71,Low
27,9,Never-married,Group 3,0,70,52.89,Low
43,11,Widowed,Group NA,0,36,56.89,Low
80,9,Never-married,Group 5,0,20,56.77,Low
31,12,Divorced,Group 1,0,32,56.57,Low
40,9,Married-civ-spouse,Group 3,0,40,63.26,High
53,13,Married-civ-spouse,Group 5,0,40,63.15,Low
58,9,Married-civ-spouse,Group 2,0,44,67.2,Low
38,10,Married-civ-spouse,Group 5,0,40,60.9,High
33,15,Married-civ-spouse,Group 5,0,40,57.94,High
48,13,Married-civ-spouse,Group 5,0,60,60.72,High
23,10,Married-civ-spouse,Group 5,0,40,59.28,Low
31,9,Never-married,Group 3,0,50,61.48,Low
52,14,Married-civ-spouse,Group 3,0,70,53.47,Low
24,9,Never-married,Group 4,0,40,56.39,Low
45,5,Married-civ-spouse,Group 2,0,40,60.99,Low
36,9,Married-civ-spouse,Group 2,0,40,61.09,High
52,3,Widowed,Group 1,0,40,59.13,Low
54,9,Married-civ-spouse,Group 3,0,40,60.9,Low
39,15,Married-civ-spouse,Group 5,0,55,55.26,High
40,13,Married-civ-spouse,Group 3,0,50,64.47,High
28,9,Never-married,Group 4,0,50,59.79,Low
21,10,Never-married,Group NA,0,16,63.63,Low
23,10,Never-married,Group 2,0,40,66.01,Low
36,4,Never-married,Group 3,0,40,59.34,Low
22,10,Never-married,Group 2,0,15,66.77,Low
55,14,Married-civ-spouse,Group 5,0,50,54.16,Low
71,9,Never-married,Group 1,0,17,59.52,Low
47,16,Married-civ-spouse,Group 5,0,60,64.77,High
17,6,Never-married,Group 3,0,12,56.53,Low
31,13,Married-civ-spouse,Group 5,0,50,57.92,High
32,10,Never-married,Group 1,0,40,65.07,Low
46,10,Married-civ-spouse,Group 3,3103,40,59.34,High
27,13,Never-married,Group 5,0,40,65.09,Low
39,10,Married-civ-spouse,Group 5,0,50,60.58,High
40,9,Divorced,Group 1,0,48,56.2,Low
30,9,Never-married,Group 3,0,30,59.75,Low
17,5,Never-married,Group 1,0,20,63,Low
33,14,Never-married,Group 5,0,40,60.44,Low
72,16,Never-married,Group 5,0,30,55.62,Low
34,10,Married-AF-spouse,Group 2,0,40,64.6,High
65,9,Never-married,Group 3,0,40,59.25,Low
36,13,Married-civ-spouse,Group 5,0,50,65.38,High
32,9,Never-married,Group 2,0,40,59.05,Low
26,10,Never-married,Group 2,0,40,67.8,Low
22,9,Never-married,Group 1,0,40,55.53,Low
47,15,Married-civ-spouse,Group 5,99999,48,56.47,High
31,10,Never-married,Group 1,0,40,60.79,Low
28,13,Never-married,Group 3,0,50,60.83,Low
38,14,Never-married,Group 2,0,50,64.54,High
34,12,Married-civ-spouse,Group 2,0,28,64.95,Low
44,13,Married-civ-spouse,Group 5,0,35,69.3,High
27,10,Never-married,Group 1,0,40,57.5,Low
50,13,Married-civ-spouse,Group 4,0,44,59.25,High
47,9,Married-civ-spouse,Group 1,0,30,58.82,Low
20,10,Never-married,Group 1,0,40,55.46,Low
24,9,Never-married,Group 3,0,38,63.57,Low
29,10,Married-civ-spouse,Group 4,0,40,57.9,High
37,11,Never-married,Group 1,0,32,59.29,Low
42,12,Divorced,Group 2,0,40,61.71,Low
20,10,Never-married,Group NA,0,20,60.25,Low
68,10,Never-married,Group 2,0,40,60.64,Low
22,10,Never-married,Group 2,0,40,52.93,Low
72,9,Married-civ-spouse,Group 3,0,30,54.97,Low
45,10,Married-civ-spouse,Group 2,0,20,54.33,Low
30,9,Married-civ-spouse,Group 1,0,40,57.35,Low
33,9,Married-civ-spouse,Group 3,0,40,64.24,Low
43,9,Married-civ-spouse,Group 1,0,40,59.35,High
56,10,Widowed,Group 5,4416,60,62.22,Low
25,11,Married-civ-spouse,Group 2,0,40,57.7,Low
41,9,Divorced,Group 1,0,40,54.27,Low
25,13,Never-married,Group 1,0,37,68.11,Low
31,12,Married-civ-spouse,Group 4,0,40,58.3,High
36,9,Married-civ-spouse,Group 2,0,38,59.65,Low
37,13,Married-civ-spouse,Group 5,0,40,68.12,High
58,9,Married-civ-spouse,Group 3,0,20,64.51,Low
26,13,Never-married,Group 2,0,40,61.27,Low
55,10,Married-civ-spouse,Group 4,0,50,63.7,High
46,10,Married-civ-spouse,Group 5,0,48,57.31,High
44,13,Never-married,Group 2,0,20,63.9,Low
44,7,Married-civ-spouse,Group 1,0,60,63.28,Low
28,13,Never-married,Group 5,0,55,58.97,Low
42,6,Married-civ-spouse,Group 3,0,50,59.89,Low
41,9,Divorced,Group 3,0,40,60.4,Low
39,13,Married-civ-spouse,Group 5,0,45,55.63,Low
64,11,Married-civ-spouse,Group 2,0,30,58.71,Low
20,10,Never-married,Group 1,0,25,62.13,Low
45,10,Married-civ-spouse,Group 4,0,40,56.9,High
31,9,Married-civ-spouse,Group 2,0,50,59.68,Low
36,14,Married-civ-spouse,Group 5,0,40,54.39,High
32,5,Separated,Group 1,0,40,55.98,Low
33,11,Married-civ-spouse,Group 2,0,65,61.74,Low
51,9,Divorced,Group 5,99999,35,65.71,High
36,9,Divorced,Group 2,0,40,61.59,Low
40,9,Never-married,Group 3,0,40,60.88,Low
44,11,Married-civ-spouse,Group 2,7298,51,59.95,High
40,9,Divorced,Group 2,0,45,61.68,Low
46,11,Divorced,Group 2,0,40,56.03,Low
31,15,Married-civ-spouse,Group 5,0,60,59.18,High
30,9,Never-married,Group 3,0,40,66.28,Low
26,9,Married-civ-spouse,Group 1,0,40,55.22,Low
25,13,Never-married,Group 1,0,40,60.04,Low
35,12,Married-civ-spouse,Group 3,0,40,63.58,Low
29,15,Never-married,Group 5,0,50,54.63,Low
39,12,Separated,Group 3,0,40,57.75,Low
44,10,Divorced,Group 1,0,40,67,Low
37,9,Married-civ-spouse,Group 2,0,60,56.06,High
79,11,Married-civ-spouse,Group 3,0,20,55.94,High
36,13,Married-civ-spouse,Group 5,0,45,67.9,High
44,10,Married-civ-spouse,Group 3,0,60,65.14,High
23,9,Married-civ-spouse,Group 2,0,30,67.95,Low
27,13,Never-married,Group 2,0,45,57.02,Low
46,13,Married-civ-spouse,Group 3,0,40,63.9,High
58,9,Married-civ-spouse,Group 3,0,40,66.5,Low
36,12,Divorced,Group 5,0,48,61.68,Low
36,9,Married-civ-spouse,Group 3,0,60,67.66,High
21,10,Never-married,Group 2,0,45,63.02,Low
41,9,Never-married,Group 3,14344,40,64.03,High
49,9,Married-civ-spouse,Group 2,0,40,61.56,Low
34,13,Married-civ-spouse,Group 3,0,40,58.72,High
29,9,Married-civ-spouse,Group 4,0,35,60.4,Low
63,13,Married-civ-spouse,Group 5,0,50,60.1,High
29,13,Never-married,Group 5,0,40,52.05,Low
65,10,Married-civ-spouse,Group 2,0,40,62.63,Low
26,13,Never-married,Group 1,0,25,58.77,Low
42,16,Married-civ-spouse,Group 5,0,40,64.65,High
44,10,Divorced,Group 2,0,37,59.41,Low
51,9,Separated,Group NA,0,6,66.79,Low
41,9,Married-civ-spouse,Group 2,0,25,55.82,Low
22,12,Never-married,Group 2,0,35,53.71,Low
36,10,Married-civ-spouse,Group NA,0,25,62.18,Low
18,7,Never-married,Group 1,0,40,61.87,Low
33,6,Married-civ-spouse,Group 3,0,40,60.53,Low
46,13,Married-civ-spouse,Group 5,0,38,59.22,High
49,7,Married-civ-spouse,Group 1,0,40,57.49,Low
41,9,Married-civ-spouse,Group 2,0,40,62.68,Low
52,10,Divorced,Group 2,0,40,63.83,Low
40,10,Separated,Group 1,0,40,65.5,Low
53,10,Never-married,Group 5,0,40,64.97,Low
45,9,Married-civ-spouse,Group 3,0,50,64.64,Low
30,6,Married-civ-spouse,Group 3,0,40,57.86,Low
56,9,Married-civ-spouse,Group 1,0,40,61.58,Low
24,9,Married-civ-spouse,Group 3,0,40,64.97,Low
71,4,Married-civ-spouse,Group 2,0,50,58.59,Low
20,9,Divorced,Group 3,0,30,64.11,Low
26,13,Married-civ-spouse,Group 4,0,50,64.16,Low
34,9,Married-civ-spouse,Group 3,0,65,56.7,Low
36,5,Divorced,Group NA,0,40,63.87,Low
49,9,Separated,Group 5,0,60,58.38,Low
48,16,Married-civ-spouse,Group 5,0,50,63.44,High
22,9,Never-married,Group 1,0,40,53.69,Low
30,10,Divorced,Group 2,0,40,55.03,Low
51,9,Divorced,Group 3,0,40,62.19,Low
46,10,Married-spouse-absent,Group 3,0,40,62.64,Low
32,9,Married-civ-spouse,Group 5,0,45,66.41,Low
42,15,Married-civ-spouse,Group 3,15024,40,58.52,High
52,10,Married-civ-spouse,Group 4,0,50,61.46,Low
57,9,Divorced,Group 2,0,40,68.69,Low
35,10,Divorced,Group 2,0,39,60.1,Low
52,14,Married-civ-spouse,Group 5,0,50,62.41,High
