pedestrians,weather,temperature,precipitation,hour,weekday,temp_forecast
1194,clear-day,49,0,13,Tuesday,45.35294118
354,clear-night,62,0,20,Wednesday,61
84,clear-night,30,0,20,Thursday,29.17647059
846,clear-day,40,0,13,Thursday,38.58823529
1187,clear-day,42,0,16,Wednesday,41.82352941
540,partly-cloudy-night,36,0.0043,17,Sunday,34.17647059
801,clear-night,51,0,18,Tuesday,49.76470588
701,partly-cloudy-day,55,0,9,Sunday,57.23529412
578,partly-cloudy-day,30,0.0028,16,Monday,25.47058824
565,clear-night,19,0.0015,18,Friday,17.17647059
711,partly-cloudy-day,43,0,9,Sunday,44.11764706
46,partly-cloudy-night,40,1.00E-04,6,Monday,42.64705882
173,clear-night,10,0,21,Sunday,13.17647059
1776,partly-cloudy-day,37,0.0111,16,Sunday,34.17647059
655,rain,72,0.0056,14,Monday,72.70588235
326,partly-cloudy-night,34,0,18,Tuesday,32.11764706
28,partly-cloudy-night,32,5.00E-04,6,Friday,24.47058824
103,partly-cloudy-night,35,0,7,Friday,41.05882353
1996,clear-day,37,0.0019,15,Sunday,34.52941176
701,partly-cloudy-night,63,0,19,Friday,60.05882353
290,partly-cloudy-night,36,0,19,Friday,35.41176471
541,partly-cloudy-night,42,0,18,Tuesday,40.88235294
295,clear-night,40,0,20,Wednesday,41.82352941
333,partly-cloudy-night,30,0.0023,18,Tuesday,31.17647059
61,rain,46,0.0325,19,Saturday,42.94117647
829,clear-day,26,0,11,Saturday,25.52941176
90,partly-cloudy-night,36,0,6,Monday,41.76470588
1914,clear-day,79,0,17,Tuesday,72.94117647
354,clear-night,65,0,20,Thursday,63.52941176
114,partly-cloudy-night,49,1.00E-04,6,Sunday,59.35294118
354,partly-cloudy-day,39,1.00E-04,8,Wednesday,44.23529412
438,clear-day,64,0,8,Wednesday,67.94117647
1667,clear-day,67,2.00E-04,12,Tuesday,61.11764706
226,clear-night,53,0,20,Monday,55.70588235
288,clear-night,75,0,21,Thursday,73.76470588
388,clear-day,54,0,8,Sunday,60.29411765
114,clear-night,38,0,6,Thursday,48.64705882
305,clear-night,53,0,7,Thursday,63.52941176
12,partly-cloudy-night,30,0.0055,6,Tuesday,31.17647059
185,clear-night,11,0,20,Sunday,13.17647059
7,partly-cloudy-night,60,0.011,6,Sunday,62.47058824
60,partly-cloudy-night,58,0.0023,6,Thursday,59.47058824
1768,clear-day,35,0.0109,11,Sunday,34.17647059
37,cloudy,26,0,6,Tuesday,32.11764706
86,clear-night,43,0,22,Wednesday,52.76470588
4056,clear-day,67,0.0028,13,Saturday,60.82352941
1076,partly-cloudy-day,68,0,18,Monday,67.52941176
47,clear-night,22,0,6,Friday,31.70588235
1486,partly-cloudy-day,47,0,13,Wednesday,44.23529412
1612,clear-day,71,0,13,Wednesday,65.76470588
1177,clear-day,41,0,10,Friday,42.41176471
478,partly-cloudy-day,72,0,9,Monday,72.70588235
602,clear-day,13,1.00E-04,12,Sunday,12.82352941
1475,partly-cloudy-day,56,0,17,Wednesday,52.47058824
17,clear-night,14,0,6,Thursday,14.88235294
879,partly-cloudy-night,70,0,18,Friday,64.94117647
1015,partly-cloudy-night,54,0,18,Saturday,49
134,clear-night,51,0,21,Monday,55.70588235
51,rain,34,0.0707,7,Monday,33.05882353
101,clear-night,43,4.00E-04,6,Friday,46.17647059
399,clear-night,51,0,19,Tuesday,50.17647059
78,fog,25,7.00E-04,7,Thursday,27.11764706
59,partly-cloudy-night,61,0,6,Monday,55.70588235
2914,clear-day,50,0,15,Friday,42.41176471
84,partly-cloudy-night,60,0,6,Monday,67.52941176
259,snow,27,0.0114,16,Thursday,23.17647059
102,partly-cloudy-night,63,0,6,Thursday,73.76470588
333,clear-night,24,0,19,Tuesday,24.76470588
1023,partly-cloudy-day,42,0,11,Tuesday,40.88235294
257,partly-cloudy-day,45,0.0025,8,Tuesday,42.64705882
41,clear-night,23,0,6,Thursday,29.17647059
105,clear-night,34,0,20,Friday,31.70588235
745,clear-day,30,0,16,Wednesday,25.88235294
1085,clear-night,53,1.00E-04,18,Monday,51.64705882
326,partly-cloudy-night,35,0,20,Sunday,34.52941176
28,clear-night,18,0,6,Monday,25.47058824
91,clear-night,28,1.00E-04,21,Monday,33.05882353
797,partly-cloudy-day,40,0,13,Wednesday,36.64705882
63,rain,39,0.026,8,Saturday,42.94117647
984,partly-cloudy-day,47,3.00E-04,15,Monday,42.17647059
85,clear-night,60,0,6,Friday,64.94117647
723,partly-cloudy-day,38,1.00E-04,13,Sunday,37.70588235
1582,clear-day,43,0.0024,11,Saturday,43.94117647
457,partly-cloudy-night,36,3.00E-04,17,Wednesday,34.11764706
322,clear-day,40,2.00E-04,9,Saturday,44.23529412
62,partly-cloudy-night,33,0,21,Tuesday,32.11764706
284,partly-cloudy-night,67,0,22,Saturday,66.47058824
1016,partly-cloudy-night,47,0,17,Sunday,43.88235294
195,clear-day,14,0,8,Wednesday,22.64705882
312,clear-day,32,3.00E-04,9,Tuesday,36.94117647
330,clear-night,44,0,19,Monday,44.82352941
434,clear-night,36,0,19,Monday,36.52941176
7,rain,40,0.0426,22,Tuesday,43.70588235
301,partly-cloudy-night,51,1.00E-04,21,Thursday,48.64705882
144,clear-night,41,0,6,Tuesday,43.70588235
1051,clear-day,45,0,11,Wednesday,44.58823529
83,snow,33,0.0092,9,Wednesday,30.35294118
81,partly-cloudy-night,40,0,21,Monday,42.64705882
735,clear-day,49,0,9,Saturday,51.70588235
956,clear-day,30,0,16,Monday,25.17647059
103,clear-night,29,0,21,Thursday,29.17647059
1208,clear-night,24,0,17,Tuesday,19.41176471
1927,clear-day,45,0.002,13,Sunday,39.23529412
1448,partly-cloudy-day,61,0,10,Thursday,65.11764706
281,partly-cloudy-day,41,0.0114,10,Monday,42.17647059
1533,partly-cloudy-day,52,0,16,Thursday,48.64705882
53,clear-night,18,0,21,Sunday,19.47058824
176,partly-cloudy-night,41,0,7,Sunday,44.11764706
1445,partly-cloudy-day,45,0,11,Sunday,43
48,rain,57,0.0362,20,Tuesday,56.05882353
90,clear-night,26,0.0012,21,Wednesday,22.64705882
85,partly-cloudy-day,49,0.0089,7,Wednesday,46
2341,partly-cloudy-day,64,0,14,Friday,60.05882353
243,partly-cloudy-night,66,0,20,Wednesday,67.94117647
365,clear-night,48,2.00E-04,19,Thursday,50.11764706
74,cloudy,59,0,22,Sunday,57.23529412
2650,partly-cloudy-day,71,0,13,Sunday,68.23529412
541,partly-cloudy-day,54,1.00E-04,10,Tuesday,56.05882353
182,rain,49,0.0693,22,Saturday,43.94117647
60,partly-cloudy-night,31,0.0029,20,Saturday,31.64705882
60,clear-night,13,0,21,Thursday,14.88235294
1720,clear-day,69,0,14,Monday,62.17647059
953,clear-night,44,0.0035,17,Monday,41.76470588
159,clear-night,59,0,22,Wednesday,60.35294118
1839,clear-day,17,5.00E-04,11,Friday,17.17647059
3389,clear-day,77,0,16,Saturday,72.52941176
43,partly-cloudy-night,28,0,22,Saturday,25.52941176
2734,clear-day,47,0,14,Saturday,42.11764706
678,partly-cloudy-day,69,0,9,Tuesday,69.23529412
822,partly-cloudy-day,33,0,10,Saturday,31.64705882
292,clear-day,41,0,8,Tuesday,51.05882353
501,partly-cloudy-day,55,0,9,Friday,60.05882353
135,clear-night,56,0,22,Tuesday,61.11764706
594,partly-cloudy-day,42,0,17,Thursday,38.58823529
1862,clear-day,72,0,16,Wednesday,61
3,rain,63,0.1711,21,Sunday,62.47058824
92,clear-night,44,0,6,Friday,54.47058824
170,clear-day,20,0,9,Wednesday,26.35294118
327,snow,33,0.2005,14,Wednesday,30.35294118
224,clear-night,60,0,21,Wednesday,61
1240,partly-cloudy-day,58,0,11,Thursday,59.47058824
317,partly-cloudy-night,66,0,20,Thursday,65.11764706
276,clear-night,57,0,21,Sunday,59.35294118
1334,clear-day,42,0,11,Thursday,40.52941176
2306,partly-cloudy-day,21,0,14,Friday,17.17647059
2125,clear-day,77,0,17,Friday,72.47058824
2488,clear-day,39,1.00E-04,16,Sunday,37.76470588
374,clear-night,71,0,21,Saturday,72.52941176
322,clear-day,27,0.0012,10,Friday,24.47058824
144,clear-night,14,0,20,Thursday,14.88235294
488,clear-day,41,0,10,Monday,40.76470588
1110,clear-day,43,0.0079,14,Tuesday,36.94117647
797,clear-day,49,0,9,Tuesday,52.05882353
86,clear-day,15,0,8,Sunday,19.47058824
84,cloudy,29,0,20,Monday,25.47058824
537,clear-day,56,0,9,Monday,62.17647059
1967,clear-day,57,0,14,Tuesday,49.76470588
1211,cloudy,39,0.0012,11,Monday,40.76470588
57,partly-cloudy-night,33,0,6,Thursday,38.58823529
396,clear-night,69,0,20,Wednesday,65.76470588
209,clear-night,46,0,7,Wednesday,52.76470588
1995,clear-day,66,0,11,Friday,65.29411765
61,partly-cloudy-night,37,0,21,Wednesday,34.11764706
1081,partly-cloudy-day,46,5.00E-04,16,Thursday,43.05882353
395,clear-night,39,0,18,Wednesday,40.88235294
2106,clear-day,77,0,13,Tuesday,72.94117647
174,cloudy,53,0,7,Sunday,57.23529412
61,clear-night,44,0,22,Tuesday,50.52941176
1218,partly-cloudy-day,70,0,14,Tuesday,69.23529412
698,partly-cloudy-day,47,0,17,Sunday,47.11764706
1577,clear-day,71,0,12,Wednesday,67.94117647
1933,partly-cloudy-day,36,0.0056,13,Saturday,32.88235294
562,clear-night,41,5.00E-04,18,Wednesday,41.82352941
147,clear-night,37,0,21,Sunday,43
682,clear-day,28,0,12,Thursday,26.29411765
1696,clear-day,66,0,17,Tuesday,61.11764706
21,clear-night,35,0,6,Saturday,44.23529412
261,clear-day,30,0,9,Wednesday,34.11764706
44,clear-night,25,0,21,Monday,25.17647059
1346,rain,64,0.0521,15,Monday,60.29411765
1243,cloudy,57,0,12,Sunday,57.23529412
410,partly-cloudy-night,46,0,19,Monday,44
330,clear-night,33,0,18,Friday,31.70588235
856,clear-day,33,0,12,Friday,31.70588235
2586,partly-cloudy-day,70,0,17,Saturday,66.47058824
1043,partly-cloudy-day,49,0,16,Sunday,47.11764706
146,clear-night,31,0,7,Thursday,35.70588235
1605,partly-cloudy-day,44,2.00E-04,16,Monday,40.76470588
3452,clear-day,65,0.0021,17,Saturday,60.82352941
79,clear-night,28,0,7,Sunday,34.17647059
845,clear-night,47,0,17,Thursday,43.76470588
78,partly-cloudy-night,24,0.0015,19,Friday,23.41176471
1580,clear-day,43,0,16,Thursday,40.52941176
325,clear-night,57,1.00E-04,7,Wednesday,60.35294118
1590,clear-day,14,0,16,Sunday,13.17647059
260,partly-cloudy-night,29,0,17,Wednesday,30.35294118
1537,clear-day,62,0,18,Sunday,60.29411765
2992,partly-cloudy-day,54,0,14,Saturday,51.70588235
205,clear-night,20,0,19,Saturday,19.70588235
90,clear-day,32,0,7,Saturday,43.94117647
1655,partly-cloudy-day,34,0.0031,12,Saturday,32.88235294
688,partly-cloudy-day,28,0.0022,11,Thursday,27.11764706
127,clear-night,20,0,21,Saturday,19.70588235
3210,clear-day,76,0,13,Saturday,65.47058824
1026,partly-cloudy-day,40,0.0012,10,Monday,41.76470588
381,clear-night,40,1.00E-04,19,Sunday,39.23529412
1622,partly-cloudy-day,54,0,13,Wednesday,52.47058824
281,clear-night,11,0,17,Saturday,9.705882353
599,rain,61,0.0293,10,Sunday,62.47058824
370,partly-cloudy-night,45,0,19,Sunday,48.64705882
1232,clear-day,51,4.00E-04,15,Tuesday,45.35294118
652,clear-day,12,0,16,Saturday,9.705882353
125,clear-day,9,0,9,Friday,12.35294118
70,partly-cloudy-night,56,0.024,20,Friday,56.41176471
314,clear-day,34,0,9,Thursday,36.88235294
155,clear-night,15,0,20,Monday,13.41176471
229,clear-night,37,0,19,Thursday,36.88235294
2235,partly-cloudy-day,55,1.00E-04,14,Monday,51.64705882
316,partly-cloudy-day,34,0,9,Sunday,37.70588235
1002,partly-cloudy-day,47,0.0019,12,Tuesday,42.64705882
1695,clear-day,54,0,14,Tuesday,50.17647059
2722,partly-cloudy-day,67,0,12,Saturday,66.47058824
1074,partly-cloudy-day,59,2.00E-04,13,Tuesday,56.05882353
1270,clear-day,35,0.0013,14,Friday,33.41176471
261,partly-cloudy-day,40,0,9,Wednesday,36.64705882
927,clear-day,34,0,13,Friday,31.70588235
212,partly-cloudy-night,58,0,21,Thursday,59.47058824
491,clear-day,66,0,8,Tuesday,72.94117647
594,clear-day,41,0,10,Tuesday,45.35294118
1718,clear-day,45,0,16,Sunday,43
1970,clear-day,23,0,13,Tuesday,19.41176471
49,clear-night,43,0,6,Sunday,43
1482,clear-day,43,0,16,Wednesday,40.88235294
3047,clear-day,65,0,15,Sunday,60.29411765
293,partly-cloudy-day,44,0,8,Wednesday,41.82352941
61,clear-night,49,0,22,Tuesday,52.05882353
53,partly-cloudy-night,23,1.00E-04,20,Thursday,23.17647059
397,clear-day,40,0,9,Wednesday,44.58823529
1100,clear-day,50,1.00E-04,10,Tuesday,49.76470588
1826,partly-cloudy-day,45,0,15,Friday,41.05882353
888,partly-cloudy-day,62,5.00E-04,10,Monday,60.29411765
120,clear-night,17,0.0014,21,Friday,17.17647059
185,clear-day,34,0,8,Saturday,45.64705882
1845,clear-day,47,0,15,Friday,42.35294118
464,partly-cloudy-day,24,1.00E-04,10,Wednesday,25.88235294
239,clear-night,24,1.00E-04,19,Saturday,30.76470588
2116,clear-day,22,0,12,Wednesday,20.52941176
58,clear-night,36,0,22,Wednesday,46
164,clear-night,27,0,20,Wednesday,25.88235294
929,rain,50,0.0692,11,Wednesday,46
421,clear-night,30,0,18,Wednesday,26.35294118
617,partly-cloudy-day,26,0,14,Friday,24.47058824
1722,partly-cloudy-day,52,0,12,Thursday,48.64705882
658,clear-day,32,0,17,Thursday,29.17647059
129,clear-night,41,0,22,Sunday,44.11764706
215,clear-night,27,0,18,Thursday,27.11764706
522,clear-day,35,0,9,Sunday,39.23529412
371,clear-day,34,0,9,Thursday,35.70588235
144,clear-night,43,1.00E-04,21,Saturday,44.23529412
2984,clear-day,77,0,12,Saturday,72.52941176
1521,partly-cloudy-day,56,4.00E-04,15,Thursday,53.88235294
824,partly-cloudy-day,42,0,15,Monday,40.76470588
399,clear-day,35,0,9,Saturday,45.64705882
303,clear-day,37,0,8,Saturday,49
19,clear-night,4,0,7,Sunday,12.82352941
166,clear-night,38,0,7,Monday,44.82352941
136,partly-cloudy-night,41,0.0019,21,Thursday,38.58823529
849,clear-night,49,3.00E-04,17,Thursday,50.11764706
207,partly-cloudy-day,28,0,9,Tuesday,32.11764706
284,partly-cloudy-day,36,1.00E-04,8,Tuesday,40.88235294
56,rain,50,0.0443,7,Thursday,50.11764706
126,partly-cloudy-night,44,0,21,Sunday,43.88235294
148,partly-cloudy-day,32,0,8,Sunday,34.52941176
102,clear-night,27,1.00E-04,20,Friday,33.41176471
491,clear-night,54,0,19,Tuesday,51.05882353
1306,clear-day,43,0,10,Saturday,42.11764706
846,clear-day,54,0,9,Sunday,59.35294118
28,clear-night,36,0,6,Sunday,43.88235294
400,partly-cloudy-day,49,0,9,Wednesday,52.76470588
1084,partly-cloudy-day,47,2.00E-04,16,Wednesday,44.58823529
590,partly-cloudy-night,75,0,20,Sunday,73.88235294
1434,clear-day,33,0,13,Saturday,30.76470588
506,fog,31,0.0046,16,Saturday,31.64705882
142,clear-night,31,0,22,Saturday,31.94117647
51,partly-cloudy-night,34,6.00E-04,6,Monday,40.76470588
726,partly-cloudy-day,47,0,14,Monday,42.64705882
770,clear-day,31,0,15,Thursday,26.29411765
918,clear-day,42,0,10,Friday,42.35294118
720,clear-day,46,0,12,Monday,42.64705882
1729,clear-day,40,0.0043,15,Monday,36.52941176
475,cloudy,68,0,20,Sunday,68.23529412
682,clear-night,22,0,17,Sunday,19.47058824
2272,partly-cloudy-day,63,0.0013,17,Wednesday,60.35294118
365,clear-night,69,0,21,Friday,72.47058824
1259,partly-cloudy-day,54,0,10,Thursday,53.88235294
1958,clear-day,70,0,15,Thursday,65.11764706
46,clear-night,26,0,22,Thursday,26.29411765
1653,clear-day,65,0,12,Wednesday,61
1067,clear-day,55,1.00E-04,14,Thursday,50.11764706
1735,clear-day,24,0,12,Wednesday,22.64705882
850,clear-night,66,0,19,Saturday,65.47058824
515,clear-night,29,0,18,Saturday,25.52941176
477,partly-cloudy-night,58,0.0058,17,Sunday,57.23529412
1727,clear-day,79,0.0024,13,Thursday,73.76470588
2963,cloudy,71,0,16,Saturday,66.47058824
169,partly-cloudy-night,51,0,7,Tuesday,56.05882353
2141,clear-day,73,0,15,Friday,65.29411765
1745,partly-cloudy-day,72,0,16,Wednesday,67.94117647
870,partly-cloudy-day,46,7.00E-04,12,Thursday,43.05882353
711,clear-day,33,0,14,Thursday,29.17647059
207,clear-night,54,0,20,Monday,60.29411765
705,clear-day,42,0,9,Saturday,49
191,clear-day,34,0,8,Saturday,43.94117647
139,partly-cloudy-night,45,0,21,Sunday,47.11764706
244,clear-night,39,1.00E-04,20,Sunday,39.23529412
96,clear-night,36,1.00E-04,7,Sunday,37.76470588
383,clear-day,53,0,8,Saturday,65.47058824
1052,clear-night,43,0,17,Sunday,43
308,clear-night,36,6.00E-04,20,Thursday,35.70588235
112,clear-night,34,0,22,Wednesday,40.88235294
684,clear-day,68,0,9,Tuesday,72.94117647
88,clear-night,14,7.00E-04,19,Friday,12.35294118
185,clear-night,36,0,20,Thursday,36.88235294
166,partly-cloudy-night,44,0,21,Wednesday,44.23529412
523,cloudy,48,0,9,Wednesday,52.47058824
511,clear-night,28,0,17,Monday,25.17647059
39,clear-night,32,0,22,Friday,31.70588235
24,rain,57,0.0944,6,Sunday,48.64705882
954,partly-cloudy-day,48,0.0018,11,Tuesday,42.64705882
242,partly-cloudy-night,47,0,21,Thursday,43.76470588
767,partly-cloudy-day,63,0,9,Monday,67.52941176
394,partly-cloudy-night,62,0,21,Saturday,60.82352941
527,partly-cloudy-day,47,0.011,12,Sunday,47.11764706
1547,partly-cloudy-day,47,0,13,Tuesday,43.70588235
187,rain,63,0.1802,14,Sunday,62.47058824
152,clear-night,37,2.00E-04,19,Tuesday,36.94117647
370,partly-cloudy-night,42,2.00E-04,19,Tuesday,40.88235294
362,clear-night,65,0,20,Friday,65.29411765
357,partly-cloudy-day,47,0,8,Wednesday,52.76470588
57,clear-day,9,0,8,Friday,12.35294118
608,clear-day,23,0,10,Saturday,25.52941176
138,partly-cloudy-night,38,0,7,Thursday,43.05882353
2624,clear-day,27,8.00E-04,16,Tuesday,24.76470588
1458,clear-night,59,0.0015,18,Friday,54.47058824
70,clear-night,49,0,22,Tuesday,45.35294118
2496,partly-cloudy-day,35,0.0071,13,Monday,33.05882353
1965,clear-day,15,0,12,Sunday,13.17647059
163,clear-day,12,0,8,Tuesday,19.41176471
149,clear-night,58,0,22,Sunday,60.29411765
362,cloudy,37,0.0018,18,Saturday,32.88235294
2754,clear-day,60,0,13,Friday,54.47058824
221,clear-night,35,3.00E-04,20,Sunday,34.17647059
946,clear-day,58,0,9,Saturday,65.47058824
39,partly-cloudy-night,23,5.00E-04,21,Wednesday,30.35294118
138,partly-cloudy-day,33,0,8,Sunday,37.70588235
878,clear-night,41,0,17,Wednesday,40.88235294
491,snow,24,0.0162,10,Friday,23.41176471
937,partly-cloudy-day,31,0.0012,15,Thursday,27.11764706
1322,fog,19,0.0011,12,Saturday,19.70588235
1491,clear-day,46,0.0015,14,Monday,41.76470588
23,clear-night,8,0,21,Saturday,9.705882353
133,clear-night,19,0,20,Wednesday,20.52941176
58,cloudy,36,0.0014,22,Sunday,37.76470588
84,clear-night,34,0,6,Thursday,43.76470588
57,partly-cloudy-night,18,0,7,Monday,25.17647059
235,clear-day,31,4.00E-04,8,Sunday,39.23529412
163,partly-cloudy-day,36,0,7,Monday,41.76470588
2278,partly-cloudy-day,64,0,14,Wednesday,60.35294118
115,clear-night,23,0,21,Tuesday,24.76470588
1020,partly-cloudy-night,43,1.00E-04,17,Monday,40.76470588
1680,clear-day,36,0,12,Friday,35.41176471
226,clear-day,27,0,9,Friday,31.70588235
76,partly-cloudy-night,61,0.0134,7,Sunday,62.47058824
80,partly-cloudy-day,42,2.00E-04,7,Monday,42.17647059
824,clear-day,37,0,10,Friday,33.41176471
736,clear-day,14,0.0016,13,Friday,12.35294118
540,partly-cloudy-night,68,0,19,Monday,67.52941176
732,partly-cloudy-day,43,2.00E-04,16,Tuesday,42.64705882
251,partly-cloudy-night,74,5.00E-04,20,Monday,72.70588235
912,partly-cloudy-day,49,0.0042,10,Monday,51.64705882
67,clear-night,30,0,21,Wednesday,36.64705882
110,clear-night,51,0,22,Thursday,53.88235294
252,clear-night,52,0,21,Saturday,51.70588235
642,partly-cloudy-day,42,0,16,Thursday,38.58823529
131,partly-cloudy-day,35,0.0012,8,Saturday,30.76470588
481,clear-day,45,0,9,Tuesday,51.05882353
514,partly-cloudy-day,51,0.0043,10,Thursday,50.11764706
1604,partly-cloudy-day,49,2.00E-04,15,Wednesday,46
2066,clear-day,36,4.00E-04,13,Saturday,31.94117647
2006,clear-day,17,7.00E-04,13,Thursday,14.88235294
384,partly-cloudy-night,47,1.00E-04,19,Wednesday,44.58823529
2680,clear-day,62,0,11,Sunday,60.29411765
130,clear-night,37,0,22,Friday,42.35294118
1843,clear-day,51,0,14,Friday,46.17647059
1215,clear-day,24,0,16,Sunday,19.47058824
1288,clear-night,47,0.0014,17,Saturday,44.23529412
963,partly-cloudy-day,43,0,11,Thursday,43.76470588
819,clear-night,54,0,18,Tuesday,52.05882353
672,partly-cloudy-night,45,0,18,Sunday,44.11764706
1180,partly-cloudy-day,49,0,16,Thursday,43.76470588
1334,clear-day,50,0,14,Monday,44.82352941
194,rain,57,0.3584,15,Friday,56.41176471
2128,clear-day,50,0,13,Saturday,45.64705882
13,cloudy,34,0.0115,6,Wednesday,30.35294118
464,partly-cloudy-night,42,0,18,Wednesday,46
1216,clear-night,20,0.0025,17,Friday,17.17647059
129,partly-cloudy-night,39,0,20,Monday,40.76470588
503,clear-day,24,0,11,Monday,25.47058824
75,clear-night,24,0,7,Saturday,32.88235294
190,clear-day,39,1.00E-04,7,Tuesday,49.76470588
50,clear-night,48,0,6,Saturday,60.82352941
943,fog,31,0.0022,12,Saturday,31.64705882
37,partly-cloudy-night,35,0,6,Friday,41.05882353
1769,clear-day,48,0,16,Monday,44
467,partly-cloudy-night,52,0,19,Saturday,45.64705882
1594,clear-day,19,0,11,Tuesday,19.41176471
1993,partly-cloudy-day,46,0,16,Sunday,48.64705882
1375,partly-cloudy-day,43,0,12,Wednesday,40.88235294
632,partly-cloudy-day,35,0,13,Tuesday,32.11764706
702,partly-cloudy-night,46,3.00E-04,17,Thursday,43.05882353
464,partly-cloudy-night,42,2.00E-04,18,Monday,42.17647059
250,partly-cloudy-day,30,2.00E-04,9,Saturday,30.76470588
756,rain,45,0.0438,14,Saturday,42.94117647
15,clear-night,25,0,22,Monday,25.17647059
2617,clear-day,64,0,13,Sunday,59.35294118
661,clear-day,68,0,9,Friday,72.47058824
1608,partly-cloudy-day,46,0,16,Friday,41.05882353
660,clear-night,34,2.00E-04,18,Saturday,31.94117647
1238,partly-cloudy-day,68,0,17,Tuesday,69.23529412
1126,clear-day,62,3.00E-04,13,Wednesday,52.76470588
5,rain,48,0.0315,6,Sunday,47.11764706
82,cloudy,41,0,6,Wednesday,36.64705882
2249,partly-cloudy-day,35,0.0066,12,Monday,33.05882353
218,cloudy,56,0.0151,10,Friday,56.41176471
1341,clear-day,43,0,15,Wednesday,41.82352941
365,clear-day,40,0,9,Sunday,43.88235294
201,clear-night,48,0,22,Tuesday,49.76470588
1265,clear-day,38,0.0018,11,Monday,36.52941176
1377,clear-day,39,0.0016,16,Monday,36.52941176
1225,partly-cloudy-day,39,0,11,Friday,41.05882353
1953,clear-day,71,0,17,Monday,62.17647059
1961,partly-cloudy-day,63,0,11,Thursday,65.11764706
2161,clear-day,28,5.00E-04,16,Wednesday,22.64705882
1490,clear-day,56,0,11,Monday,55.70588235
156,clear-night,48,0,20,Tuesday,50.52941176
95,clear-night,20,0,7,Wednesday,25.88235294
336,clear-night,40,0,19,Thursday,40.52941176
215,clear-night,16,0,18,Sunday,12.82352941
1996,partly-cloudy-day,47,0,13,Sunday,44.11764706
1990,clear-day,80,0,14,Friday,72.47058824
2755,clear-day,55,2.00E-04,13,Saturday,49
341,clear-night,29,0,18,Thursday,26.29411765
324,rain,55,0.0458,13,Tuesday,50.52941176
509,clear-night,52,0,18,Wednesday,52.76470588
460,partly-cloudy-day,33,0,9,Sunday,34.52941176
494,clear-day,66,0,8,Friday,72.47058824
227,partly-cloudy-night,64,0,7,Sunday,68.23529412
309,clear-night,70,0,21,Tuesday,72.94117647
162,clear-night,41,0,22,Friday,42.41176471
688,clear-day,65,0,9,Thursday,73.76470588
30,clear-night,26,0,22,Tuesday,31.17647059
242,clear-night,11,0,19,Sunday,13.17647059
1261,partly-cloudy-day,27,0,14,Friday,23.41176471
94,partly-cloudy-night,36,2.00E-04,6,Wednesday,44.58823529
1283,clear-night,53,0,17,Tuesday,49.76470588
1664,clear-day,49,0.001,14,Sunday,43.88235294
671,clear-day,47,9.00E-04,9,Friday,54.47058824
2288,clear-day,70,0,13,Friday,64.94117647
423,rain,73,0.0058,13,Monday,72.70588235
2211,partly-cloudy-day,38,0.0195,15,Sunday,34.17647059
546,partly-cloudy-day,41,1.00E-04,9,Wednesday,44.23529412
2138,clear-day,72,0,13,Monday,67.52941176
952,clear-day,53,0,9,Saturday,60.82352941
1184,partly-cloudy-night,32,1.00E-04,17,Monday,33.05882353
161,clear-night,56,0,21,Wednesday,52.47058824
249,partly-cloudy-day,32,7.00E-04,8,Monday,36.52941176
162,partly-cloudy-night,35,5.00E-04,22,Saturday,32.88235294
60,clear-night,36,3.00E-04,22,Monday,42.17647059
1857,clear-day,25,3.00E-04,12,Tuesday,24.76470588
222,partly-cloudy-day,55,0.0103,12,Tuesday,50.52941176
198,rain,48,0.0274,18,Saturday,43.94117647
536,clear-day,37,0,11,Thursday,38.58823529
2143,clear-day,42,2.00E-04,14,Thursday,36.88235294
1389,clear-day,57,0,14,Tuesday,51.05882353
917,clear-day,17,0,16,Sunday,12.82352941
116,partly-cloudy-night,69,0,6,Tuesday,69.23529412
1256,partly-cloudy-day,46,1.00E-04,15,Tuesday,40.88235294
1477,partly-cloudy-day,50,0.0011,11,Sunday,48.64705882
377,partly-cloudy-day,33,0.0017,11,Tuesday,31.17647059
972,rain,38,0.2259,16,Wednesday,34.11764706
175,clear-day,30,0,8,Tuesday,36.94117647
194,clear-day,26,0,9,Thursday,29.17647059
90,partly-cloudy-night,34,0,7,Saturday,31.64705882
1901,clear-day,16,0,13,Monday,13.41176471
587,clear-night,41,3.00E-04,18,Sunday,39.23529412
1464,partly-cloudy-day,50,5.00E-04,15,Saturday,43.94117647
309,clear-day,36,0,8,Thursday,40.52941176
114,partly-cloudy-night,20,0,19,Friday,24.47058824
735,partly-cloudy-night,52,0,17,Thursday,48.64705882
74,clear-night,33,0,22,Friday,31.70588235
520,partly-cloudy-day,52,0.0071,9,Sunday,48.64705882
1438,clear-day,58,2.00E-04,10,Wednesday,60.35294118
272,clear-day,9,0,10,Saturday,9.705882353
287,clear-day,15,0,9,Sunday,19.47058824
3817,clear-day,68,2.00E-04,14,Saturday,60.82352941
103,clear-night,51,0,22,Monday,51.64705882
1416,partly-cloudy-day,48,0,14,Wednesday,44.23529412
423,clear-day,13,1.00E-04,9,Thursday,14.88235294
143,partly-cloudy-day,12,0,8,Friday,17.17647059
27,rain,41,0.0996,18,Tuesday,43.70588235
79,clear-night,31,0,6,Thursday,36.88235294
774,partly-cloudy-day,49,0,10,Tuesday,50.17647059
1146,partly-cloudy-day,57,0,10,Friday,60.05882353
144,clear-day,18,0,8,Wednesday,26.35294118
