Q,ProvO,Distance,Duration,Reason,Age,Gender,HHI,Others,Mode,Cost
Q3,Ontario,1239,1,vacation,55-64,Female,50K to 69K,0,car,115
Q1,Quebec,156,2,vacation,45-54,Male,50K to 69K,0,car,155
Q2,Quebec,112,4,vacation,65+,Male,50K to 69K,3,car,1255
Q3,Ontario,133,3,vacation,55-64,Female,100K and Up,1,car,1079
Q1,Quebec,511,3,vacation,35-44,Female,Under 50K,2,car,983
Q2,Ontario,126,3,vacation,65+,Male,50K to 69K,0,car,110
Q4,Ontario,210,2,vacation,45-54,Female,100K and Up,1,car,550
Q4,Manitoba,535,2,vacation,25-34,Male,100K and Up,3,car,480
Q1,Ontario,129,2,vacation,35-44,Male,100K and Up,2,car,640
Q4,Ontario,803,10,vacation,65+,Male,50K to 69K,4,car,212
Q3,Prince Edward Island,282,2,vacation,45-54,Female,50K to 69K,1,car,200
Q1,British Columbia,231,7,vacation,55-64,Female,70K to 99K,0,plane,3525
Q3,Saskatchewan,3809,5,vacation,65+,Male,100K and Up,2,plane,11890
Q2,British Columbia,216,2,vacation,25-34,Female,70K to 99K,5,car,635
Q4,Quebec,168,1,vacation,55-64,Male,Under 50K,4,car,505
Q4,Ontario,91,1,vacation,55-64,Female,Under 50K,0,car,673
Q3,British Columbia,93,4,vacation,55-64,Female,100K and Up,0,car,560
Q1,Quebec,132,1,vacation,55-64,Male,50K to 69K,2,car,540
Q1,Quebec,203,1,vacation,45-54,Female,Under 50K,0,car,279
Q4,Ontario,482,3,vacation,25-34,Female,50K to 69K,2,car,1996
Q2,Alberta,94,2,vacation,55-64,Male,50K to 69K,0,car,0
Q4,Ontario,508,5,vacation,45-54,Male,100K and Up,0,car,2514
Q1,Quebec,43,2,vacation,45-54,Female,Under 50K,1,car,75
Q1,Ontario,82,1,vacation,65+,Male,70K to 99K,0,car,420
Q2,Nova Scotia,159,1,vacation,45-54,Female,Under 50K,0,car,166
Q1,Alberta,720,3,vacation,25-34,Female,100K and Up,1,plane,3100
Q4,Manitoba,228,2,vacation,35-44,Female,70K to 99K,2,car,200
Q2,Quebec,76,3,vacation,65+,Male,70K to 99K,0,car,40
Q1,Ontario,229,1,vacation,35-44,Female,100K and Up,0,car,590
Q3,Saskatchewan,336,2,vacation,55-64,Female,70K to 99K,0,car,50
Q3,Quebec,540,2,vacation,25-34,Female,50K to 69K,2,car,1378
Q1,Quebec,137,2,vacation,45-54,Female,50K to 69K,2,car,221
Q3,Nova Scotia,148,1,vacation,65+,Female,100K and Up,1,car,300
Q3,British Columbia,255,3,vacation,35-44,Female,70K to 99K,0,car,1370
Q1,Nova Scotia,43,1,vacation,45-54,Male,100K and Up,0,car,270
Q4,Ontario,209,4,vacation,55-64,Male,100K and Up,0,car,960
Q1,Ontario,168,3,vacation,65+,Male,100K and Up,0,car,230
Q1,Ontario,217,1,vacation,45-54,Female,100K and Up,0,car,950
Q1,Saskatchewan,106,1,vacation,45-54,Female,100K and Up,6,car,234
Q3,British Columbia,280,2,vacation,45-54,Male,100K and Up,0,car,150
Q2,Alberta,302,23,vacation,55-64,Female,100K and Up,0,car,4463
Q3,Ontario,87,2,vacation,65+,Female,100K and Up,1,car,674
Q3,Manitoba,89,4,vacation,55-64,Female,100K and Up,0,car,500
Q2,Saskatchewan,206,1,vacation,65+,Male,100K and Up,3,car,100
Q1,Ontario,168,1,vacation,35-44,Female,100K and Up,1,car,80
Q2,Saskatchewan,131,1,vacation,45-54,Female,100K and Up,1,car,164
Q1,Ontario,79,1,vacation,35-44,Female,100K and Up,0,car,430
Q3,British Columbia,274,3,vacation,65+,Female,50K to 69K,0,car,100
Q3,Manitoba,329,4,vacation,45-54,Male,Under 50K,0,car,200
Q3,Ontario,277,2,vacation,35-44,Male,100K and Up,0,car,100
Q1,Ontario,191,7,vacation,65+,Female,100K and Up,0,car,1912
Q3,Saskatchewan,1001,7,vacation,25-34,Female,100K and Up,8,plane,3050
Q1,Quebec,57,1,vacation,35-44,Female,50K to 69K,1,car,460
Q2,British Columbia,266,2,vacation,55-64,Female,50K to 69K,0,car,897
Q2,Nova Scotia,98,2,vacation,25-34,Male,100K and Up,0,car,445
Q3,Saskatchewan,81,2,vacation,65+,Male,70K to 99K,0,car,320
Q4,Nova Scotia,243,2,vacation,55-64,Female,50K to 69K,0,car,920
Q4,Ontario,82,1,vacation,19-24,Female,70K to 99K,0,car,80
Q1,Quebec,169,4,vacation,35-44,Female,100K and Up,2,car,245
Q1,Ontario,305,1,vacation,55-64,Female,100K and Up,2,car,1216
Q1,British Columbia,35,1,vacation,35-44,Female,100K and Up,0,car,325
Q3,Manitoba,234,2,vacation,25-34,Male,100K and Up,10,car,110
Q3,Prince Edward Island,12,2,vacation,45-54,Female,100K and Up,0,car,110
Q4,Ontario,165,7,vacation,25-34,Male,100K and Up,0,car,304
Q4,Quebec,428,7,vacation,45-54,Male,100K and Up,0,car,500
Q3,Ontario,119,1,vacation,25-34,Female,100K and Up,0,car,340
Q1,Saskatchewan,338,7,vacation,19-24,Female,Under 50K,1,car,160
Q1,Newfoundland and Labrador,1296,9,vacation,55-64,Male,100K and Up,0,plane,3210
Q3,Alberta,4021,5,vacation,55-64,Male,70K to 99K,0,plane,1200
Q1,British Columbia,77,2,vacation,55-64,Male,100K and Up,0,car,138
Q2,Ontario,491,2,vacation,25-34,Female,100K and Up,1,plane,700
Q2,Saskatchewan,333,2,vacation,25-34,Female,50K to 69K,2,car,1400
Q2,Saskatchewan,203,8,vacation,65+,Male,100K and Up,3,car,640
Q1,Ontario,87,2,vacation,35-44,Female,70K to 99K,14,car,2910
Q1,Ontario,95,2,vacation,55-64,Female,100K and Up,0,car,270
Q2,Quebec,743,2,vacation,25-34,Female,Under 50K,1,car,1080
Q1,Alberta,259,2,vacation,55-64,Female,100K and Up,2,car,575
Q3,Manitoba,1864,3,vacation,19-24,Male,50K to 69K,4,plane,2260
Q4,New Brunswick,230,1,vacation,25-34,Male,100K and Up,1,car,770
Q3,Saskatchewan,133,2,vacation,45-54,Male,100K and Up,2,car,500
Q3,Newfoundland and Labrador,107,3,vacation,55-64,Female,70K to 99K,0,car,170
Q2,Quebec,178,2,vacation,35-44,Male,100K and Up,4,car,190
Q1,Alberta,363,2,vacation,55-64,Male,100K and Up,0,car,1750
Q3,Manitoba,3221,45,vacation,25-34,Female,Under 50K,0,plane,3289
Q3,Nova Scotia,156,7,vacation,45-54,Male,100K and Up,0,car,806
Q1,Ontario,3375,11,vacation,55-64,Male,100K and Up,0,plane,7750
Q3,Alberta,47,2,vacation,55-64,Female,Under 50K,0,car,290
Q1,New Brunswick,192,1,vacation,35-44,Female,100K and Up,0,car,510
Q3,British Columbia,8,1,vacation,55-64,Male,Under 50K,0,car,151
Q1,Quebec,60,4,vacation,55-64,Female,50K to 69K,0,car,334
Q2,Quebec,101,3,vacation,35-44,Female,50K to 69K,1,car,350
Q1,British Columbia,63,1,vacation,45-54,Female,100K and Up,0,car,274
Q1,Ontario,45,2,vacation,35-44,Male,100K and Up,6,car,140
Q2,Quebec,171,1,vacation,55-64,Male,50K to 69K,3,car,370
Q1,Ontario,281,1,vacation,35-44,Male,50K to 69K,2,car,1045
Q2,Prince Edward Island,174,2,vacation,65+,Female,Under 50K,0,car,285
Q4,Ontario,387,3,vacation,45-54,Male,100K and Up,1,car,2100
Q1,British Columbia,94,1,vacation,25-34,Male,Under 50K,0,car,1037
Q3,Manitoba,530,3,vacation,25-34,Male,100K and Up,0,car,250
Q3,Quebec,81,8,vacation,35-44,Female,100K and Up,0,car,265
Q1,Quebec,189,3,vacation,25-34,Female,100K and Up,9,car,2350
Q1,Ontario,380,7,vacation,45-54,Male,100K and Up,1,car,1375
Q3,British Columbia,241,6,vacation,55-64,Female,Under 50K,0,car,1975
Q4,Ontario,117,2,vacation,35-44,Female,100K and Up,1,car,75
Q3,Newfoundland and Labrador,47,1,vacation,19-24,Female,50K to 69K,3,car,70
Q3,Manitoba,194,15,vacation,65+,Male,70K to 99K,2,car,1710
Q4,Alberta,389,2,vacation,25-34,Female,100K and Up,0,car,575
Q1,British Columbia,60,6,vacation,65+,Male,100K and Up,4,car,1280
Q3,British Columbia,249,2,vacation,25-34,Male,100K and Up,0,car,800
Q1,Quebec,69,2,vacation,35-44,Female,100K and Up,3,car,700
Q1,Ontario,127,3,vacation,65+,Female,100K and Up,0,car,694
Q3,Saskatchewan,526,1,vacation,25-34,Female,50K to 69K,0,car,720
Q3,Manitoba,234,3,vacation,25-34,Female,Under 50K,2,car,1015
Q4,British Columbia,116,1,vacation,55-64,Female,100K and Up,2,car,291
Q1,Quebec,438,1,vacation,19-24,Female,Under 50K,2,car,159
Q2,Quebec,233,3,vacation,35-44,Female,70K to 99K,1,car,454
Q3,Ontario,2193,25,vacation,25-34,Male,Under 50K,1,car,1700
Q1,Quebec,171,2,vacation,25-34,Female,Under 50K,6,car,410
Q3,Manitoba,651,2,vacation,25-34,Female,100K and Up,0,car,130
Q4,Prince Edward Island,626,7,vacation,65+,Male,100K and Up,0,car,1575
Q3,Newfoundland and Labrador,253,3,vacation,65+,Male,50K to 69K,0,car,400
Q1,British Columbia,184,3,vacation,55-64,Female,70K to 99K,0,car,760
Q3,Quebec,99,2,vacation,25-34,Female,Under 50K,4,car,400
Q1,British Columbia,829,3,vacation,55-64,Male,Under 50K,0,plane,565
Q4,Saskatchewan,264,3,vacation,55-64,Male,70K to 99K,0,car,370
Q4,Alberta,200,1,vacation,19-24,Female,100K and Up,0,car,85
Q2,Ontario,17,1,vacation,45-54,Male,70K to 99K,1,car,200
Q2,British Columbia,181,2,vacation,19-24,Male,Under 50K,0,car,345
Q2,Alberta,99,3,vacation,65+,Female,50K to 69K,0,car,253
Q1,Ontario,58,3,vacation,65+,Female,100K and Up,0,car,456
Q3,Newfoundland and Labrador,52,8,vacation,55-64,Male,50K to 69K,0,car,100
Q4,British Columbia,65,1,vacation,25-34,Male,50K to 69K,0,car,390
Q3,Ontario,106,1,vacation,35-44,Male,100K and Up,1,car,361
Q3,Quebec,298,8,vacation,35-44,Female,100K and Up,4,car,3000
Q2,Alberta,430,3,vacation,65+,Female,50K to 69K,0,car,970
Q3,British Columbia,56,3,vacation,35-44,Male,70K to 99K,0,car,265
Q4,Ontario,224,1,vacation,25-34,Female,50K to 69K,1,car,220
Q1,Saskatchewan,181,1,vacation,55-64,Male,100K and Up,0,car,215
Q1,Quebec,85,7,vacation,55-64,Male,100K and Up,0,car,1970
Q1,New Brunswick,473,2,vacation,25-34,Male,100K and Up,1,car,740
Q3,New Brunswick,272,2,vacation,55-64,Female,100K and Up,1,car,660
Q3,Newfoundland and Labrador,49,2,vacation,25-34,Male,50K to 69K,3,car,420
Q4,Quebec,102,3,vacation,45-54,Female,100K and Up,2,car,350
Q4,Quebec,167,2,vacation,65+,Female,Under 50K,0,car,400
Q4,Alberta,117,1,vacation,25-34,Female,100K and Up,7,car,2070
Q1,Quebec,408,2,vacation,45-54,Female,100K and Up,1,car,545
Q4,Ontario,99,3,vacation,25-34,Male,100K and Up,2,car,800
Q3,Quebec,249,3,vacation,35-44,Male,100K and Up,9,car,700
Q3,Saskatchewan,173,1,vacation,45-54,Female,70K to 99K,1,car,735
Q3,Saskatchewan,239,2,vacation,65+,Female,100K and Up,1,car,440
Q3,Ontario,720,2,vacation,65+,Female,70K to 99K,2,car,1900
Q1,Ontario,113,1,vacation,55-64,Female,100K and Up,0,car,0
Q3,Ontario,385,2,vacation,35-44,Female,100K and Up,7,car,900
Q3,British Columbia,231,4,vacation,55-64,Female,100K and Up,0,car,430
Q4,British Columbia,131,3,vacation,45-54,Female,100K and Up,0,car,1081
Q1,Quebec,102,1,vacation,65+,Male,70K to 99K,12,car,237
Q3,Alberta,314,2,vacation,25-34,Male,50K to 69K,0,car,815
Q2,Saskatchewan,235,2,vacation,35-44,Female,100K and Up,0,car,875
Q4,Quebec,88,1,vacation,55-64,Male,70K to 99K,0,car,60
Q3,Newfoundland and Labrador,478,3,vacation,45-54,Female,100K and Up,2,car,1160
Q3,Quebec,233,1,vacation,55-64,Male,100K and Up,0,car,600
Q3,Quebec,323,2,vacation,35-44,Female,50K to 69K,1,car,1050
Q3,Quebec,85,8,vacation,35-44,Male,100K and Up,0,car,1175
Q3,Alberta,217,1,vacation,25-34,Male,70K to 99K,0,car,933
Q4,Saskatchewan,146,1,vacation,35-44,Female,100K and Up,0,car,315
Q3,British Columbia,317,2,vacation,65+,Female,100K and Up,0,car,1550
Q1,Quebec,131,2,vacation,55-64,Female,50K to 69K,2,car,235
Q1,Newfoundland and Labrador,117,1,vacation,35-44,Female,70K to 99K,3,car,1000
Q3,Quebec,114,2,vacation,35-44,Female,100K and Up,3,car,380
Q3,Quebec,314,9,vacation,65+,Male,Under 50K,3,car,460
Q2,Ontario,329,2,vacation,65+,Male,Under 50K,1,car,10
Q3,Alberta,234,3,vacation,55-64,Male,100K and Up,0,car,684
Q4,British Columbia,300,2,vacation,45-54,Female,70K to 99K,0,car,1350
Q3,Quebec,366,2,vacation,25-34,Male,70K to 99K,0,car,225
Q1,British Columbia,87,1,vacation,45-54,Male,100K and Up,2,car,605
Q3,Ontario,3355,7,vacation,55-64,Male,100K and Up,0,plane,6380
Q2,Alberta,433,2,vacation,35-44,Male,100K and Up,6,car,492
Q1,Newfoundland and Labrador,82,1,vacation,19-24,Male,100K and Up,0,car,50
Q2,British Columbia,727,3,vacation,19-24,Male,Under 50K,0,plane,400
Q1,Ontario,335,2,vacation,35-44,Male,70K to 99K,1,car,320
Q3,Quebec,220,2,vacation,45-54,Female,100K and Up,0,car,715
Q4,British Columbia,1848,5,vacation,65+,Male,100K and Up,0,car,400
Q3,Quebec,197,3,vacation,35-44,Female,50K to 69K,1,car,585
Q2,Ontario,63,2,vacation,55-64,Male,100K and Up,0,car,131
Q3,Ontario,151,3,vacation,55-64,Male,100K and Up,2,car,350
Q1,Ontario,157,6,vacation,35-44,Female,100K and Up,0,car,460
Q3,Ontario,94,2,vacation,55-64,Female,50K to 69K,0,car,530
Q2,British Columbia,29,2,vacation,45-54,Female,Under 50K,4,car,212
Q3,Manitoba,129,2,vacation,35-44,Female,100K and Up,0,car,100
Q1,Ontario,148,1,vacation,35-44,Female,Under 50K,1,car,550
Q2,Ontario,85,1,vacation,55-64,Male,100K and Up,2,car,789
Q2,British Columbia,94,3,vacation,55-64,Male,100K and Up,1,car,2110
Q3,Ontario,92,2,vacation,25-34,Female,100K and Up,5,car,305
Q1,Ontario,1900,3,vacation,25-34,Female,100K and Up,0,plane,2900
Q3,Prince Edward Island,135,1,vacation,35-44,Female,100K and Up,0,car,390
Q3,Nova Scotia,212,2,vacation,55-64,Male,70K to 99K,0,car,550
Q1,Nova Scotia,100,1,vacation,55-64,Female,100K and Up,0,car,775
Q1,Manitoba,108,8,vacation,55-64,Female,100K and Up,0,car,2450
Q1,Ontario,2851,5,vacation,45-54,Female,100K and Up,2,plane,3280
Q1,Alberta,182,4,vacation,25-34,Male,100K and Up,20,car,1675
Q1,Alberta,77,3,vacation,65+,Male,100K and Up,1,car,935
Q3,Saskatchewan,155,2,vacation,25-34,Female,70K to 99K,0,car,260
Q3,New Brunswick,51,2,vacation,55-64,Male,Under 50K,0,car,420
Q1,Ontario,30,2,vacation,65+,Male,70K to 99K,0,car,30
Q4,Alberta,160,2,vacation,19-24,Male,100K and Up,0,car,1034
Q2,British Columbia,143,2,vacation,35-44,Male,50K to 69K,0,car,680
Q3,Saskatchewan,161,2,vacation,35-44,Male,100K and Up,1,car,180
Q2,Quebec,80,2,vacation,55-64,Female,Under 50K,0,car,60
Q1,Ontario,188,3,vacation,19-24,Female,100K and Up,11,car,2100
Q1,Ontario,174,1,vacation,55-64,Female,Under 50K,1,car,417
Q1,Alberta,281,8,vacation,25-34,Female,70K to 99K,0,car,818
Q3,Quebec,505,4,vacation,35-44,Female,50K to 69K,2,car,2285
Q2,Quebec,523,2,vacation,35-44,Male,Under 50K,1,car,730
Q4,Ontario,405,5,vacation,19-24,Female,Under 50K,1,car,70
Q1,Saskatchewan,149,14,vacation,65+,Female,Under 50K,0,car,1143
Q3,Quebec,303,3,vacation,55-64,Female,100K and Up,3,car,795
Q3,Saskatchewan,526,10,vacation,65+,Male,50K to 69K,0,car,863
Q2,Quebec,112,2,vacation,55-64,Female,100K and Up,1,car,60
Q3,British Columbia,237,2,vacation,65+,Female,70K to 99K,0,car,907
Q1,Quebec,231,2,vacation,45-54,Male,100K and Up,0,car,850
Q4,British Columbia,120,1,vacation,35-44,Female,100K and Up,0,car,525
Q3,Ontario,126,1,vacation,35-44,Female,100K and Up,2,car,1519
Q3,British Columbia,4449,7,vacation,45-54,Female,100K and Up,0,plane,7165
Q1,Nova Scotia,54,1,vacation,25-34,Male,100K and Up,0,car,284
Q1,British Columbia,58,1,vacation,65+,Male,100K and Up,0,car,200
Q1,Manitoba,524,2,vacation,35-44,Female,50K to 69K,0,car,690
Q1,Manitoba,149,1,vacation,65+,Male,70K to 99K,0,car,560
Q3,Nova Scotia,179,1,vacation,45-54,Male,100K and Up,0,car,325
Q3,Quebec,105,4,vacation,19-24,Female,100K and Up,19,car,1450
Q3,British Columbia,675,4,vacation,35-44,Female,100K and Up,3,car,3027
Q1,Ontario,243,2,vacation,25-34,Female,100K and Up,2,car,1210
Q3,Alberta,281,2,vacation,35-44,Female,Under 50K,0,car,300
Q1,Quebec,231,2,vacation,25-34,Female,70K to 99K,0,car,370
Q4,Ontario,98,2,vacation,35-44,Male,100K and Up,0,car,180
Q1,Newfoundland and Labrador,413,3,vacation,19-24,Male,100K and Up,2,car,1200
Q1,Saskatchewan,560,2,vacation,45-54,Female,Under 50K,0,car,375
Q1,Alberta,777,1,vacation,55-64,Female,100K and Up,0,plane,750
Q1,Ontario,136,3,vacation,55-64,Female,100K and Up,2,car,410
Q4,Ontario,129,3,vacation,55-64,Female,100K and Up,10,car,530
Q4,Ontario,168,1,vacation,55-64,Male,100K and Up,0,car,510
Q1,Ontario,124,27,vacation,19-24,Female,Under 50K,0,car,3729
Q2,Ontario,336,3,vacation,55-64,Female,Under 50K,4,car,1220
Q1,Alberta,141,1,vacation,55-64,Male,100K and Up,2,car,630
Q3,British Columbia,76,2,vacation,65+,Female,Under 50K,0,car,40
Q3,Alberta,104,3,vacation,25-34,Male,100K and Up,0,car,360
Q4,Ontario,143,2,vacation,35-44,Female,100K and Up,0,car,180
Q2,Nova Scotia,244,10,vacation,55-64,Male,100K and Up,0,car,2980
Q3,Alberta,387,3,vacation,35-44,Female,100K and Up,1,car,1400
Q4,Ontario,183,2,vacation,55-64,Male,Under 50K,0,car,210
Q2,Newfoundland and Labrador,109,3,vacation,25-34,Male,100K and Up,1,car,1055
Q4,Quebec,240,2,vacation,25-34,Female,100K and Up,1,car,806
Q1,British Columbia,58,2,vacation,35-44,Female,100K and Up,0,car,295
Q2,Ontario,236,3,vacation,45-54,Male,100K and Up,0,car,330
Q3,Quebec,346,5,vacation,65+,Male,50K to 69K,0,car,902
Q1,Ontario,127,2,vacation,25-34,Female,70K to 99K,0,car,76
Q1,Newfoundland and Labrador,44,2,vacation,35-44,Male,Under 50K,0,car,200
Q3,Ontario,197,1,vacation,65+,Male,50K to 69K,1,car,280
Q1,Newfoundland and Labrador,393,2,vacation,45-54,Male,100K and Up,0,car,450
Q3,Ontario,182,7,vacation,35-44,Female,100K and Up,5,car,2275
Q1,New Brunswick,213,3,vacation,45-54,Male,100K and Up,3,car,780
Q1,Ontario,3343,3,vacation,65+,Female,100K and Up,0,plane,2940
Q2,Nova Scotia,143,4,vacation,25-34,Female,100K and Up,0,car,60
Q3,Nova Scotia,152,1,vacation,65+,Female,Under 50K,0,car,55
Q4,Saskatchewan,235,3,vacation,55-64,Male,Under 50K,1,car,110
Q3,Quebec,176,3,vacation,65+,Female,50K to 69K,0,car,655
Q1,Ontario,519,2,vacation,45-54,Female,100K and Up,0,car,350
Q3,Alberta,3674,9,vacation,45-54,Male,100K and Up,1,plane,1804
Q3,Alberta,185,2,vacation,55-64,Female,100K and Up,0,car,660
Q1,Ontario,292,2,vacation,35-44,Male,100K and Up,5,car,325
Q2,Manitoba,234,4,vacation,65+,Female,50K to 69K,1,car,130
Q4,Nova Scotia,193,2,vacation,65+,Male,50K to 69K,0,car,425
Q1,British Columbia,81,5,vacation,55-64,Female,100K and Up,0,car,1175
Q1,Quebec,102,2,vacation,35-44,Male,100K and Up,6,car,410
Q4,British Columbia,63,1,vacation,45-54,Male,100K and Up,0,car,480
Q2,Ontario,86,2,vacation,45-54,Female,100K and Up,0,car,657
Q3,Quebec,768,7,vacation,35-44,Female,100K and Up,0,car,1730
Q2,Quebec,295,3,vacation,65+,Male,Under 50K,1,car,325
Q1,Ontario,288,1,vacation,25-34,Female,100K and Up,4,car,485
Q3,Saskatchewan,261,4,vacation,65+,Male,70K to 99K,1,car,202
Q1,Ontario,51,1,vacation,35-44,Male,100K and Up,0,car,255
Q1,Quebec,31,2,vacation,25-34,Female,100K and Up,0,car,730
Q1,Alberta,89,3,vacation,65+,Female,100K and Up,0,car,631
Q3,Manitoba,1641,6,vacation,25-34,Female,50K to 69K,1,plane,3950
Q2,Saskatchewan,103,3,vacation,55-64,Female,100K and Up,0,car,50
Q3,Nova Scotia,103,6,vacation,45-54,Female,70K to 99K,1,car,256
Q4,Quebec,165,1,vacation,65+,Female,100K and Up,0,car,120
Q4,Ontario,291,6,vacation,55-64,Female,100K and Up,0,car,840
Q2,Saskatchewan,131,3,vacation,55-64,Female,70K to 99K,0,car,280
Q1,Ontario,42,1,vacation,45-54,Female,100K and Up,0,car,370
Q3,Alberta,429,2,vacation,45-54,Female,100K and Up,0,car,750
Q2,Saskatchewan,113,1,vacation,55-64,Female,50K to 69K,0,car,165
Q2,Alberta,148,5,vacation,65+,Female,50K to 69K,0,car,60
Q3,Ontario,113,14,vacation,65+,Male,100K and Up,0,car,495
Q4,Quebec,231,2,vacation,35-44,Female,70K to 99K,1,car,380
Q3,Quebec,505,2,vacation,25-34,Male,70K to 99K,0,car,375
Q2,Saskatchewan,535,2,vacation,35-44,Female,70K to 99K,1,car,1125
Q4,Saskatchewan,234,2,vacation,35-44,Male,70K to 99K,0,car,2590
Q4,Ontario,365,1,vacation,25-34,Male,70K to 99K,0,car,760
Q4,British Columbia,106,1,vacation,45-54,Male,70K to 99K,1,car,600
Q3,Quebec,183,2,vacation,65+,Male,100K and Up,1,car,1610
Q3,Alberta,281,1,vacation,35-44,Female,100K and Up,2,car,605
Q3,Ontario,264,11,vacation,55-64,Female,50K to 69K,0,car,2900
Q3,Ontario,165,1,vacation,65+,Male,100K and Up,0,car,84
Q3,Ontario,333,7,vacation,65+,Female,50K to 69K,11,car,4030
Q3,Manitoba,228,2,vacation,65+,Male,100K and Up,0,car,760
Q3,Quebec,212,6,vacation,35-44,Male,Under 50K,0,car,703
Q4,Quebec,65,1,vacation,35-44,Male,50K to 69K,0,car,140
Q4,British Columbia,310,3,vacation,55-64,Female,50K to 69K,3,car,1700
Q1,British Columbia,58,1,vacation,25-34,Male,70K to 99K,1,car,510
Q4,British Columbia,158,6,vacation,65+,Male,50K to 69K,2,car,1000
Q1,Alberta,261,1,vacation,25-34,Female,Under 50K,1,car,224
Q4,Quebec,517,6,vacation,45-54,Male,70K to 99K,0,car,1127
Q3,Saskatchewan,200,2,vacation,45-54,Female,70K to 99K,0,car,590
Q1,Saskatchewan,240,1,vacation,19-24,Female,100K and Up,1,car,97
Q1,Alberta,140,1,vacation,45-54,Female,50K to 69K,0,car,177
Q2,Alberta,107,4,vacation,65+,Male,50K to 69K,0,car,554
Q3,Saskatchewan,101,1,vacation,45-54,Female,100K and Up,0,car,30
Q3,British Columbia,18,1,vacation,35-44,Male,Under 50K,1,car,125
Q3,Alberta,544,1,vacation,25-34,Male,100K and Up,0,plane,700
Q4,Ontario,64,1,vacation,35-44,Female,100K and Up,2,car,950
Q4,Alberta,283,1,vacation,55-64,Male,70K to 99K,0,car,90
Q4,Ontario,220,3,vacation,55-64,Female,70K to 99K,9,car,1260
Q1,British Columbia,308,4,vacation,65+,Male,Under 50K,0,car,790
Q4,Ontario,61,1,vacation,55-64,Male,Under 50K,0,car,40
Q4,Quebec,97,3,vacation,55-64,Female,50K to 69K,0,car,465
Q3,Alberta,366,6,vacation,45-54,Female,50K to 69K,5,car,2650
Q3,Quebec,47,7,vacation,35-44,Female,100K and Up,2,car,2650
Q4,Ontario,181,1,vacation,45-54,Male,100K and Up,0,car,245
Q2,Manitoba,107,1,vacation,55-64,Male,100K and Up,0,car,247
Q1,Quebec,168,1,vacation,25-34,Male,Under 50K,2,car,50
Q3,Ontario,46,2,vacation,35-44,Female,50K to 69K,0,car,190
Q4,Alberta,444,2,vacation,45-54,Female,100K and Up,0,plane,1630
Q2,Quebec,106,2,vacation,65+,Male,100K and Up,0,car,320
Q4,New Brunswick,77,4,vacation,65+,Male,100K and Up,0,car,140
Q1,Ontario,124,1,vacation,25-34,Female,50K to 69K,1,car,482
Q4,Alberta,444,12,vacation,25-34,Female,Under 50K,0,car,680
Q2,Saskatchewan,144,1,vacation,65+,Female,50K to 69K,0,car,317
Q1,Ontario,79,1,vacation,45-54,Male,100K and Up,0,car,309
Q1,Ontario,168,2,vacation,45-54,Female,70K to 99K,2,car,1166
Q1,Ontario,112,2,vacation,45-54,Female,100K and Up,0,car,1168
Q3,British Columbia,536,3,vacation,19-24,Female,50K to 69K,2,car,1370
Q3,Newfoundland and Labrador,324,11,vacation,45-54,Male,70K to 99K,0,car,1000
Q1,Ontario,68,2,vacation,25-34,Female,Under 50K,0,car,1070
Q1,Newfoundland and Labrador,203,2,vacation,45-54,Male,100K and Up,0,car,595
Q2,Manitoba,118,1,vacation,55-64,Male,100K and Up,0,car,457
Q3,Ontario,95,15,vacation,55-64,Male,70K to 99K,0,car,2710
Q4,Saskatchewan,175,1,vacation,55-64,Male,100K and Up,2,car,545
Q1,Ontario,92,2,vacation,55-64,Male,70K to 99K,2,car,503
Q4,Alberta,892,3,vacation,55-64,Female,50K to 69K,3,plane,1050
Q2,Ontario,284,2,vacation,55-64,Female,100K and Up,0,car,830
Q3,Manitoba,129,3,vacation,35-44,Male,100K and Up,1,car,545
Q4,Ontario,388,2,vacation,45-54,Male,100K and Up,0,car,375
Q3,Quebec,366,7,vacation,55-64,Male,50K to 69K,1,car,1480
Q4,Quebec,219,1,vacation,65+,Female,Under 50K,2,car,337
Q1,Saskatchewan,199,1,vacation,35-44,Female,50K to 69K,0,car,415
Q4,Quebec,123,2,vacation,55-64,Male,70K to 99K,0,car,850
Q3,Saskatchewan,173,2,vacation,55-64,Female,100K and Up,0,car,590
Q4,British Columbia,3789,13,vacation,65+,Male,50K to 69K,2,plane,4623
Q1,Ontario,129,4,vacation,55-64,Male,Under 50K,0,car,735
Q1,Alberta,386,2,vacation,25-34,Male,70K to 99K,3,car,1360
Q3,British Columbia,83,2,vacation,65+,Female,100K and Up,0,car,950
Q3,Ontario,960,8,vacation,55-64,Male,70K to 99K,0,car,1700
Q2,New Brunswick,92,2,vacation,35-44,Male,100K and Up,9,car,645
Q1,Nova Scotia,247,2,vacation,25-34,Female,50K to 69K,0,car,205
Q1,British Columbia,113,1,vacation,19-24,Female,70K to 99K,0,car,610
Q4,Newfoundland and Labrador,37,1,vacation,45-54,Female,100K and Up,0,car,50
Q1,Newfoundland and Labrador,346,3,vacation,25-34,Male,100K and Up,0,car,620
Q1,Ontario,71,1,vacation,45-54,Female,100K and Up,0,car,445
Q4,Quebec,30,3,vacation,55-64,Male,100K and Up,0,car,45
Q3,British Columbia,120,3,vacation,55-64,Female,70K to 99K,0,car,590
Q3,Nova Scotia,200,4,vacation,65+,Female,50K to 69K,1,car,1140
