age,job,marital,housing,loan,phone,month,weekday,CPI,CCI,irate,employment,purchase,edu_years
43,technician,married,yes,no,cellular,aug,wed,94.027,-38.3,0.903,4991.6,1,12
61,admin.,married,yes,yes,landline,aug,wed,94.027,-38.3,0.903,4991.6,1,16
26,student,single,yes,no,cellular,aug,wed,94.027,-38.3,0.903,4991.6,1,12
51,blue-collar,married,yes,no,cellular,aug,wed,94.027,-38.3,0.903,4991.6,1,9
92,retired,married,no,yes,cellular,aug,wed,94.027,-38.3,0.903,4991.6,1,NA
75,retired,married,no,no,cellular,aug,wed,94.027,-38.3,0.903,4991.6,1,4
35,admin.,married,yes,no,cellular,aug,wed,94.027,-38.3,0.903,4991.6,1,16
66,admin.,divorced,yes,no,cellular,aug,wed,94.027,-38.3,0.903,4991.6,1,16
41,admin.,married,yes,no,landline,aug,thu,94.027,-38.3,0.899,4991.6,1,16
42,technician,married,no,no,cellular,aug,thu,94.027,-38.3,0.899,4991.6,1,13
67,housemaid,divorced,no,no,cellular,aug,thu,94.027,-38.3,0.899,4991.6,1,13
52,management,married,yes,no,cellular,aug,thu,94.027,-38.3,0.899,4991.6,1,16
70,technician,married,no,no,cellular,aug,thu,94.027,-38.3,0.899,4991.6,1,NA
33,admin.,married,no,no,cellular,aug,thu,94.027,-38.3,0.899,4991.6,1,16
51,technician,married,yes,no,cellular,aug,thu,94.027,-38.3,0.899,4991.6,1,13
76,retired,married,yes,no,cellular,aug,thu,94.027,-38.3,0.899,4991.6,1,16
27,admin.,married,no,no,cellular,aug,thu,94.027,-38.3,0.899,4991.6,1,16
33,admin.,married,yes,no,cellular,aug,thu,94.027,-38.3,0.899,4991.6,1,16
33,management,married,no,no,landline,aug,thu,94.027,-38.3,0.899,4991.6,1,16
42,blue-collar,married,yes,no,cellular,aug,fri,94.027,-38.3,0.898,4991.6,1,9
25,student,single,yes,yes,landline,aug,fri,94.027,-38.3,0.898,4991.6,1,12
48,self-employed,divorced,no,no,cellular,aug,fri,94.027,-38.3,0.898,4991.6,1,16
38,entrepreneur,married,yes,no,cellular,aug,fri,94.027,-38.3,0.898,4991.6,1,16
39,services,single,yes,no,cellular,aug,fri,94.027,-38.3,0.898,4991.6,1,12
36,services,single,no,no,cellular,aug,fri,94.027,-38.3,0.898,4991.6,1,16
30,admin.,single,no,no,cellular,aug,fri,94.027,-38.3,0.898,4991.6,1,16
42,technician,married,no,no,cellular,aug,fri,94.027,-38.3,0.898,4991.6,1,16
31,admin.,married,no,no,cellular,aug,mon,94.027,-38.3,0.896,4991.6,1,13
31,admin.,single,yes,no,cellular,aug,mon,94.027,-38.3,0.896,4991.6,1,16
34,technician,single,no,no,cellular,aug,mon,94.027,-38.3,0.896,4991.6,1,9
44,retired,single,no,no,cellular,aug,mon,94.027,-38.3,0.896,4991.6,1,12
33,student,married,yes,no,cellular,aug,mon,94.027,-38.3,0.896,4991.6,1,13
58,self-employed,married,no,no,cellular,aug,tue,94.027,-38.3,0.895,4991.6,1,16
30,admin.,single,no,no,cellular,aug,tue,94.027,-38.3,0.886,4991.6,1,16
19,student,single,NA,yes,cellular,aug,tue,94.027,-38.3,0.886,4991.6,1,12
33,blue-collar,married,yes,no,cellular,aug,tue,94.027,-38.3,0.886,4991.6,1,13
76,retired,divorced,no,no,cellular,aug,tue,94.027,-38.3,0.886,4991.6,1,4
60,retired,married,yes,no,cellular,aug,tue,94.027,-38.3,0.886,4991.6,1,12
56,retired,married,no,no,cellular,aug,tue,94.027,-38.3,0.886,4991.6,1,16
27,admin.,married,yes,no,cellular,aug,tue,94.027,-38.3,0.886,4991.6,1,16
64,retired,married,yes,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,13
69,retired,married,yes,yes,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,12
33,technician,married,yes,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,13
37,admin.,married,yes,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,16
24,student,single,yes,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,NA
60,admin.,divorced,yes,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,13
59,admin.,married,no,yes,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,16
45,blue-collar,single,yes,yes,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,12
37,admin.,married,no,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,16
22,student,single,no,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,12
45,management,married,no,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,16
81,retired,divorced,no,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,4
55,management,divorced,yes,no,cellular,sep,thu,94.199,-37.5,0.884,4963.6,1,16
39,management,married,yes,no,cellular,sep,thu,94.199,-37.5,0.884,4963.6,1,16
60,retired,married,no,no,cellular,sep,thu,94.199,-37.5,0.884,4963.6,1,16
47,management,married,no,no,cellular,sep,thu,94.199,-37.5,0.884,4963.6,1,16
60,retired,married,no,no,cellular,sep,thu,94.199,-37.5,0.884,4963.6,1,16
32,services,single,yes,no,cellular,sep,thu,94.199,-37.5,0.884,4963.6,1,16
32,admin.,single,yes,no,cellular,sep,thu,94.199,-37.5,0.884,4963.6,1,16
43,unemployed,married,no,no,cellular,sep,fri,94.199,-37.5,0.883,4963.6,1,9
57,management,married,no,no,cellular,sep,fri,94.199,-37.5,0.883,4963.6,1,16
31,admin.,single,no,no,cellular,sep,fri,94.199,-37.5,0.883,4963.6,1,12
30,admin.,single,no,no,cellular,sep,fri,94.199,-37.5,0.883,4963.6,1,12
51,technician,married,yes,no,cellular,sep,mon,94.199,-37.5,0.882,4963.6,1,13
22,admin.,single,yes,no,cellular,sep,mon,94.199,-37.5,0.882,4963.6,1,16
33,admin.,married,no,no,cellular,sep,mon,94.199,-37.5,0.882,4963.6,1,16
43,entrepreneur,married,no,no,cellular,sep,mon,94.199,-37.5,0.882,4963.6,1,16
35,admin.,married,no,no,cellular,sep,mon,94.199,-37.5,0.882,4963.6,1,12
32,admin.,married,NA,yes,cellular,sep,mon,94.199,-37.5,0.882,4963.6,1,12
34,admin.,married,no,yes,cellular,sep,mon,94.199,-37.5,0.882,4963.6,1,16
85,retired,married,no,no,cellular,sep,tue,94.199,-37.5,0.881,4963.6,1,4
89,retired,divorced,yes,no,cellular,sep,tue,94.199,-37.5,0.881,4963.6,1,4
66,retired,married,yes,no,cellular,sep,tue,94.199,-37.5,0.881,4963.6,1,NA
26,admin.,single,yes,no,cellular,sep,tue,94.199,-37.5,0.881,4963.6,1,16
36,management,divorced,no,no,cellular,sep,tue,94.199,-37.5,0.881,4963.6,1,16
36,management,divorced,yes,no,cellular,sep,tue,94.199,-37.5,0.881,4963.6,1,16
26,admin.,single,yes,no,cellular,sep,tue,94.199,-37.5,0.881,4963.6,1,16
86,retired,married,yes,no,cellular,sep,tue,94.199,-37.5,0.881,4963.6,1,4
42,admin.,single,no,no,cellular,sep,wed,94.199,-37.5,0.88,4963.6,1,12
44,management,married,no,no,cellular,sep,wed,94.199,-37.5,0.88,4963.6,1,16
67,NA,divorced,yes,no,cellular,sep,wed,94.199,-37.5,0.88,4963.6,1,NA
46,services,married,yes,no,cellular,sep,wed,94.199,-37.5,0.88,4963.6,1,16
32,blue-collar,married,no,no,cellular,sep,wed,94.199,-37.5,0.88,4963.6,1,4
31,student,single,NA,yes,cellular,sep,wed,94.199,-37.5,0.88,4963.6,1,NA
28,management,single,yes,no,cellular,sep,wed,94.199,-37.5,0.88,4963.6,1,16
32,blue-collar,married,no,no,landline,sep,wed,94.199,-37.5,0.88,4963.6,1,4
45,unemployed,married,no,no,cellular,sep,wed,94.199,-37.5,0.88,4963.6,1,12
38,technician,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,13
29,admin.,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,12
60,admin.,married,yes,yes,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,13
45,unemployed,married,no,no,landline,sep,thu,94.199,-37.5,0.879,4963.6,1,13
45,unemployed,married,no,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,13
27,technician,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
27,technician,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
38,technician,single,no,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,13
33,admin.,married,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,12
37,admin.,single,no,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
26,technician,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,9
34,admin.,single,no,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,12
27,admin.,single,no,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
38,technician,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,13
83,retired,divorced,no,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,4
24,technician,single,yes,no,cellular,sep,fri,94.199,-37.5,0.878,4963.6,1,13
64,retired,divorced,yes,yes,landline,sep,fri,94.199,-37.5,0.878,4963.6,1,4
29,technician,single,NA,NA,cellular,sep,fri,94.199,-37.5,0.878,4963.6,1,13
38,services,single,no,no,cellular,sep,fri,94.199,-37.5,0.878,4963.6,1,12
23,student,single,yes,yes,cellular,sep,mon,94.199,-37.5,0.879,4963.6,1,9
29,technician,single,no,no,cellular,sep,mon,94.199,-37.5,0.879,4963.6,1,13
71,retired,married,no,no,cellular,sep,mon,94.199,-37.5,0.879,4963.6,1,12
57,admin.,divorced,no,no,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,12
84,retired,divorced,no,no,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,NA
39,management,married,yes,yes,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,16
82,housemaid,married,no,no,landline,sep,tue,94.199,-37.5,0.877,4963.6,1,4
30,technician,single,no,no,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,13
86,retired,married,yes,yes,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,NA
34,admin.,married,yes,yes,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,13
34,admin.,married,no,no,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,13
31,admin.,single,yes,yes,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,16
53,management,divorced,no,no,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,16
30,technician,single,NA,no,landline,sep,tue,94.199,-37.5,0.877,4963.6,1,13
86,retired,married,yes,no,cellular,sep,tue,94.199,-37.5,0.877,4963.6,1,NA
24,student,single,yes,yes,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,12
52,admin.,married,no,yes,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,13
60,retired,married,no,no,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,12
19,student,single,yes,no,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,4
36,management,married,NA,no,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,16
23,student,single,yes,no,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,13
60,retired,married,no,no,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,12
52,admin.,married,no,no,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,13
39,entrepreneur,married,no,no,landline,sep,wed,94.199,-37.5,0.876,4963.6,1,13
33,technician,married,no,no,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,16
23,student,single,no,no,cellular,sep,wed,94.199,-37.5,0.876,4963.6,1,13
19,student,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,6
37,admin.,married,no,yes,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
36,unemployed,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,12
82,retired,divorced,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,4
25,student,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,12
31,admin.,married,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
33,technician,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
23,admin.,single,no,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
24,admin.,single,no,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
56,admin.,married,yes,yes,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,9
77,retired,married,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,4
33,technician,married,yes,yes,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,NA
19,student,single,yes,yes,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,6
23,student,single,yes,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,9
30,technician,single,no,no,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
36,technician,married,NA,NA,cellular,sep,thu,94.199,-37.5,0.879,4963.6,1,16
34,technician,single,yes,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,16
34,technician,single,no,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,16
26,technician,single,no,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,16
41,management,divorced,no,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,16
36,technician,married,yes,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,16
26,technician,single,yes,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,16
34,technician,single,no,yes,landline,sep,fri,94.199,-37.5,0.879,4963.6,1,16
31,services,single,yes,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,12
25,student,single,no,no,landline,sep,mon,94.199,-37.5,0.876,4963.6,1,12
38,blue-collar,single,yes,no,cellular,sep,wed,94.199,-37.5,0.879,4963.6,1,12
41,unemployed,married,yes,yes,cellular,sep,wed,94.199,-37.5,0.879,4963.6,1,12
33,admin.,married,no,no,cellular,sep,wed,94.199,-37.5,0.879,4963.6,1,16
33,admin.,married,no,yes,cellular,sep,wed,94.199,-37.5,0.879,4963.6,1,16
33,technician,married,no,no,cellular,sep,wed,94.199,-37.5,0.879,4963.6,1,13
32,technician,married,yes,no,cellular,sep,wed,94.199,-37.5,0.879,4963.6,1,9
32,technician,married,no,no,cellular,sep,wed,94.199,-37.5,0.879,4963.6,1,9
41,unemployed,married,no,no,cellular,sep,wed,94.199,-37.5,0.879,4963.6,1,12
33,admin.,married,yes,yes,landline,sep,wed,94.199,-37.5,0.879,4963.6,1,16
28,blue-collar,single,NA,NA,cellular,sep,thu,94.199,-37.5,0.878,4963.6,1,16
58,admin.,married,no,no,cellular,sep,thu,94.199,-37.5,0.878,4963.6,1,12
42,admin.,single,no,no,cellular,sep,thu,94.199,-37.5,0.878,4963.6,1,12
23,student,single,no,yes,cellular,sep,thu,94.199,-37.5,0.878,4963.6,1,12
53,technician,married,no,no,cellular,sep,thu,94.199,-37.5,0.878,4963.6,1,16
31,technician,married,no,no,cellular,sep,thu,94.199,-37.5,0.878,4963.6,1,16
33,admin.,married,yes,no,cellular,sep,thu,94.199,-37.5,0.878,4963.6,1,16
58,admin.,married,no,no,cellular,sep,thu,94.199,-37.5,0.878,4963.6,1,16
30,technician,single,yes,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,16
31,admin.,married,yes,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,16
33,unemployed,single,yes,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,NA
26,technician,single,yes,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,13
33,technician,single,yes,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,13
25,student,single,no,no,cellular,sep,fri,94.199,-37.5,0.879,4963.6,1,NA
31,admin.,single,no,no,cellular,sep,mon,94.199,-37.5,0.879,4963.6,1,12
48,services,married,no,no,cellular,sep,mon,94.199,-37.5,0.879,4963.6,1,6
32,admin.,married,yes,no,cellular,sep,mon,94.199,-37.5,0.879,4963.6,1,12
48,unemployed,married,yes,no,cellular,sep,mon,94.199,-37.5,0.879,4963.6,1,13
30,student,single,yes,no,cellular,sep,tue,94.199,-37.5,0.88,4963.6,1,13
29,admin.,single,no,no,cellular,sep,tue,94.199,-37.5,0.88,4963.6,1,16
42,management,married,yes,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,16
34,admin.,married,no,yes,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,16
42,admin.,divorced,no,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,16
41,admin.,married,no,no,cellular,sep,wed,94.199,-37.5,0.886,4963.6,1,NA
32,technician,married,no,no,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,13
32,technician,married,no,no,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,13
26,technician,single,no,no,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,16
26,blue-collar,single,no,no,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,6
35,technician,married,yes,yes,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,13
32,technician,married,yes,no,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,13
41,technician,married,no,no,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,13
57,admin.,married,NA,yes,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,16
22,self-employed,single,yes,no,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,13
28,admin.,single,no,no,cellular,oct,wed,94.601,-49.5,0.959,4963.6,1,12
51,admin.,married,yes,yes,cellular,oct,thu,94.601,-49.5,0.965,4963.6,1,16
61,retired,married,no,no,landline,oct,fri,94.601,-49.5,0.972,4963.6,1,4
29,technician,married,yes,no,cellular,oct,fri,94.601,-49.5,0.972,4963.6,1,13
47,admin.,married,yes,no,cellular,oct,fri,94.601,-49.5,0.972,4963.6,1,12
49,technician,divorced,yes,no,cellular,oct,fri,94.601,-49.5,0.972,4963.6,1,13
66,retired,married,yes,no,landline,oct,fri,94.601,-49.5,0.972,4963.6,1,4
56,unemployed,divorced,no,yes,cellular,oct,fri,94.601,-49.5,0.972,4963.6,1,4
31,technician,single,yes,no,cellular,oct,fri,94.601,-49.5,0.972,4963.6,1,13
48,technician,married,yes,yes,cellular,oct,mon,94.601,-49.5,0.977,4963.6,1,13
27,admin.,single,no,no,cellular,oct,mon,94.601,-49.5,0.977,4963.6,1,16
33,services,single,yes,no,cellular,oct,mon,94.601,-49.5,0.977,4963.6,1,16
65,retired,married,yes,yes,cellular,oct,mon,94.601,-49.5,0.977,4963.6,1,4
59,services,married,yes,no,cellular,oct,mon,94.601,-49.5,0.977,4963.6,1,16
31,technician,married,yes,yes,cellular,oct,tue,94.601,-49.5,0.982,4963.6,1,16
21,student,single,no,no,cellular,oct,tue,94.601,-49.5,0.982,4963.6,1,12
20,student,single,yes,yes,cellular,oct,tue,94.601,-49.5,0.982,4963.6,1,NA
27,blue-collar,single,no,no,cellular,oct,tue,94.601,-49.5,0.982,4963.6,1,12
71,retired,married,no,no,cellular,oct,tue,94.601,-49.5,0.982,4963.6,1,13
27,blue-collar,single,yes,no,cellular,oct,tue,94.601,-49.5,0.982,4963.6,1,12
49,admin.,married,no,no,cellular,oct,wed,94.601,-49.5,0.985,4963.6,1,12
66,retired,married,NA,NA,cellular,oct,wed,94.601,-49.5,0.985,4963.6,1,4
65,retired,married,yes,yes,cellular,oct,wed,94.601,-49.5,0.985,4963.6,1,4
35,admin.,married,no,no,cellular,oct,wed,94.601,-49.5,0.985,4963.6,1,16
54,admin.,married,no,no,cellular,oct,wed,94.601,-49.5,0.985,4963.6,1,12
70,retired,married,no,no,cellular,oct,thu,94.601,-49.5,0.987,4963.6,1,13
50,admin.,married,yes,no,cellular,oct,thu,94.601,-49.5,0.987,4963.6,1,12
48,technician,married,no,no,cellular,oct,thu,94.601,-49.5,0.987,4963.6,1,13
61,blue-collar,married,yes,no,cellular,oct,thu,94.601,-49.5,0.987,4963.6,1,13
37,admin.,single,no,no,landline,oct,thu,94.601,-49.5,0.987,4963.6,1,12
37,admin.,single,no,no,cellular,oct,thu,94.601,-49.5,0.987,4963.6,1,12
65,retired,married,no,no,cellular,oct,fri,94.601,-49.5,0.993,4963.6,1,4
24,admin.,single,yes,no,cellular,oct,fri,94.601,-49.5,0.993,4963.6,1,16
68,retired,divorced,yes,yes,cellular,oct,mon,94.601,-49.5,1,4963.6,1,12
44,technician,married,yes,yes,cellular,oct,mon,94.601,-49.5,1,4963.6,1,12
56,technician,divorced,no,no,cellular,oct,mon,94.601,-49.5,1,4963.6,1,13
42,technician,married,yes,yes,cellular,oct,mon,94.601,-49.5,1,4963.6,1,13
44,admin.,married,yes,no,cellular,oct,mon,94.601,-49.5,1,4963.6,1,16
29,admin.,single,yes,no,cellular,oct,mon,94.601,-49.5,1,4963.6,1,16
68,retired,divorced,yes,no,cellular,oct,mon,94.601,-49.5,1,4963.6,1,12
47,admin.,single,no,no,cellular,oct,mon,94.601,-49.5,1,4963.6,1,16
31,admin.,single,NA,yes,cellular,oct,tue,94.601,-49.5,1.008,4963.6,1,16
48,technician,married,yes,yes,cellular,oct,tue,94.601,-49.5,1.008,4963.6,1,16
50,entrepreneur,divorced,yes,no,landline,oct,tue,94.601,-49.5,1.008,4963.6,1,16
54,services,divorced,yes,yes,cellular,oct,wed,94.601,-49.5,1.016,4963.6,1,12
81,retired,married,yes,no,cellular,oct,wed,94.601,-49.5,1.016,4963.6,1,4
54,services,divorced,yes,no,cellular,oct,wed,94.601,-49.5,1.016,4963.6,1,12
37,management,married,yes,no,cellular,oct,thu,94.601,-49.5,1.025,4963.6,1,16
80,retired,married,yes,no,cellular,oct,thu,94.601,-49.5,1.025,4963.6,1,13
37,housemaid,married,no,no,cellular,oct,thu,94.601,-49.5,1.025,4963.6,1,16
37,housemaid,married,no,no,cellular,oct,thu,94.601,-49.5,1.025,4963.6,1,16
24,blue-collar,single,no,no,cellular,oct,thu,94.601,-49.5,1.025,4963.6,1,12
33,admin.,single,yes,no,cellular,oct,thu,94.601,-49.5,1.025,4963.6,1,16
37,housemaid,married,no,no,cellular,oct,thu,94.601,-49.5,1.025,4963.6,1,16
29,admin.,single,no,no,landline,oct,thu,94.601,-49.5,1.025,4963.6,1,12
31,technician,single,NA,NA,cellular,oct,thu,94.601,-49.5,1.025,4963.6,1,13
37,management,married,yes,no,cellular,oct,thu,94.601,-49.5,1.025,4963.6,1,16
45,admin.,married,yes,no,cellular,oct,fri,94.601,-49.5,1.029,4963.6,1,12
26,unemployed,single,yes,no,cellular,oct,fri,94.601,-49.5,1.029,4963.6,1,12
31,student,single,yes,no,cellular,oct,fri,94.601,-49.5,1.029,4963.6,1,12
25,student,single,yes,no,cellular,oct,fri,94.601,-49.5,1.029,4963.6,1,12
23,student,single,no,yes,cellular,oct,fri,94.601,-49.5,1.029,4963.6,1,12
25,student,single,no,no,cellular,oct,fri,94.601,-49.5,1.029,4963.6,1,12
65,retired,married,yes,yes,cellular,oct,fri,94.601,-49.5,1.029,4963.6,1,12
37,services,married,yes,yes,cellular,oct,fri,94.601,-49.5,1.029,4963.6,1,12
28,admin.,single,no,no,cellular,oct,mon,94.601,-49.5,1.032,4963.6,1,16
36,unemployed,married,yes,no,cellular,oct,mon,94.601,-49.5,1.032,4963.6,1,12
33,admin.,single,yes,no,cellular,oct,mon,94.601,-49.5,1.032,4963.6,1,16
33,services,single,yes,no,cellular,oct,mon,94.601,-49.5,1.032,4963.6,1,12
30,technician,married,yes,no,cellular,oct,mon,94.601,-49.5,1.032,4963.6,1,13
23,student,single,yes,no,cellular,oct,mon,94.601,-49.5,1.032,4963.6,1,12
33,admin.,single,yes,no,cellular,oct,mon,94.601,-49.5,1.032,4963.6,1,16
30,technician,married,yes,no,cellular,oct,mon,94.601,-49.5,1.032,4963.6,1,13
25,student,single,yes,no,cellular,oct,mon,94.601,-49.5,1.032,4963.6,1,12
62,admin.,married,no,no,cellular,oct,tue,94.601,-49.5,1.037,4963.6,1,12
60,admin.,married,no,no,cellular,oct,tue,94.601,-49.5,1.037,4963.6,1,12
62,admin.,married,no,no,cellular,oct,tue,94.601,-49.5,1.037,4963.6,1,12
21,student,single,no,no,cellular,oct,tue,94.601,-49.5,1.037,4963.6,1,12
30,management,married,no,no,cellular,oct,wed,94.601,-49.5,1.043,4963.6,1,16
65,retired,married,no,no,cellular,oct,wed,94.601,-49.5,1.043,4963.6,1,4
31,student,single,no,no,cellular,oct,wed,94.601,-49.5,1.043,4963.6,1,16
27,technician,single,yes,no,cellular,oct,wed,94.601,-49.5,1.043,4963.6,1,16
30,management,married,no,yes,cellular,oct,wed,94.601,-49.5,1.043,4963.6,1,16
65,retired,married,yes,no,cellular,oct,wed,94.601,-49.5,1.043,4963.6,1,4
31,management,married,yes,no,cellular,nov,mon,94.767,-50.8,1.05,4963.6,1,16
48,admin.,married,yes,no,cellular,nov,mon,94.767,-50.8,1.05,4963.6,1,16
29,technician,single,no,no,landline,nov,mon,94.767,-50.8,1.05,4963.6,1,16
50,blue-collar,divorced,yes,no,cellular,nov,mon,94.767,-50.8,1.05,4963.6,1,13
45,blue-collar,married,yes,yes,cellular,nov,mon,94.767,-50.8,1.05,4963.6,1,12
37,admin.,married,no,no,cellular,nov,mon,94.767,-50.8,1.05,4963.6,1,16
24,technician,single,yes,yes,cellular,nov,tue,94.767,-50.8,1.049,4963.6,1,16
51,admin.,divorced,yes,yes,cellular,nov,tue,94.767,-50.8,1.049,4963.6,1,12
18,student,single,yes,no,landline,nov,tue,94.767,-50.8,1.049,4963.6,1,4
50,blue-collar,divorced,yes,no,landline,nov,tue,94.767,-50.8,1.049,4963.6,1,13
31,admin.,single,yes,no,cellular,nov,wed,94.767,-50.8,1.048,4963.6,1,16
29,student,single,yes,yes,cellular,nov,thu,94.767,-50.8,1.05,4963.6,1,12
59,admin.,divorced,no,no,cellular,nov,thu,94.767,-50.8,1.05,4963.6,1,12
33,admin.,married,yes,no,cellular,nov,fri,94.767,-50.8,1.049,4963.6,1,16
63,retired,married,yes,no,cellular,nov,fri,94.767,-50.8,1.049,4963.6,1,4
34,technician,married,yes,no,cellular,nov,tue,94.767,-50.8,1.046,4963.6,1,NA
34,technician,married,no,no,cellular,nov,tue,94.767,-50.8,1.046,4963.6,1,NA
60,admin.,married,no,no,cellular,nov,tue,94.767,-50.8,1.046,4963.6,1,NA
42,services,divorced,NA,no,cellular,nov,tue,94.767,-50.8,1.046,4963.6,1,16
36,blue-collar,single,no,no,cellular,nov,tue,94.767,-50.8,1.046,4963.6,1,6
29,technician,single,no,no,cellular,nov,tue,94.767,-50.8,1.046,4963.6,1,13
36,blue-collar,single,yes,no,cellular,nov,tue,94.767,-50.8,1.046,4963.6,1,6
34,technician,married,no,no,cellular,nov,tue,94.767,-50.8,1.046,4963.6,1,NA
36,blue-collar,single,no,no,cellular,nov,tue,94.767,-50.8,1.046,4963.6,1,6
37,technician,single,yes,no,cellular,nov,wed,94.767,-50.8,1.044,4963.6,1,13
37,technician,single,yes,no,cellular,nov,wed,94.767,-50.8,1.044,4963.6,1,13
61,admin.,married,yes,no,cellular,nov,wed,94.767,-50.8,1.044,4963.6,1,12
61,admin.,married,yes,yes,cellular,nov,wed,94.767,-50.8,1.044,4963.6,1,12
31,admin.,single,yes,no,cellular,nov,wed,94.767,-50.8,1.044,4963.6,1,12
31,admin.,single,yes,no,cellular,nov,thu,94.767,-50.8,1.041,4963.6,1,16
41,unemployed,married,no,no,cellular,nov,thu,94.767,-50.8,1.041,4963.6,1,9
