Applicants,SalePrice,NumberOfUnits,YearSold,MonthSold,OverallQual,TotalSqFeet,GrLivArea,TotBathrooms,LotArea,ExterQual,FullBath,CentralAir,GarageTypeAttchd,GarageTypeBasment,GarageTypeBuiltIn,GarageTypeDetchd,GarageTypeNoGarage,NeighborhoodBrDale,NeighborhoodBrkSide,NeighborhoodClearCr,NeighborhoodCollgCr,NeighborhoodCrawfor,NeighborhoodEdwards,NeighborhoodGilbert,NeighborhoodIDOTRR,NeighborhoodMeadowV,NeighborhoodMitchel,NeighborhoodNAmes,NeighborhoodNoRidge,NeighborhoodNridgHt,NeighborhoodNWAmes,NeighborhoodOldTown,NeighborhoodSawyer,NeighborhoodSawyerW,NeighborhoodSomerst,NeighborhoodStoneBr,NeighborhoodSWISU,NeighborhoodTimber,NeighborhoodVeenker,NeighborhoodMeanSalePrice
1,97999.99999999914,1,2009,4,4,2754.42873980528,2612.0369859387115,3,3887.746052265798,3,4,no,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
3,96500.0000000022,2,2010,6,4,2939.930073297755,2158.067981514247,1,3978.1414633262425,3,2,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
7,161999.99999999645,4,2007,8,7,3170.012433190163,2384.7470484264572,3,3728.049035179688,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
5,217000.00000000055,2,2011,7,6,3823.6397543507996,2576.226237154287,4,4073.324783501447,3,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
5,275499.9999999981,3,2011,3,8,3905.371091188725,3101.33565080573,3,4276.444726933299,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
4,156000.000000004,1,2009,7,6,3227.44385877574,1995.176759771075,3,3773.241733481508,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
4,172500.0000000083,1,2009,3,6,3339.4253937380977,2552.234022134172,3,2005.50164051741,3,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
3,212000.00000001062,3,2009,4,8,3628.946560986542,2836.646664266478,3,4375.591568447343,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
2,158899.99999999886,5,2010,4,6,3232.138531519373,2460.192427421089,3,4524.621329820913,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
6,179399.99999999418,3,2008,8,7,3371.9840955160807,2583.4549911030686,3,1320.09366441632,3,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
5,290000.0000000128,3,2007,11,8,4238.95200735268,3391.56068461766,3,4630.351072473685,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.2844036724
1,127499.99999999764,4,2009,10,6,2951.134111982185,1729.5266766305451,1,4044.1254427869085,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
3,99999.99999999718,1,2009,10,5,3509.86945017315,2362.3281503739136,1,3502.5254832660344,3,2,yes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.79411764728
5,215200.00000000722,1,2010,6,7,3412.999499449468,2630.1362199895502,3,3942.0242673261223,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
7,337000.00000000047,2,2009,7,8,4138.968051343056,3286.62890790195,5,4114.241211777534,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.2844036724
3,269999.9999999969,1,2011,4,8,3831.733214580496,2576.226237154287,3,4138.924993975477,4,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245890.62499999657
5,264131.99999999895,5,2008,8,9,3840.3215925015406,2588.5977903549488,3,4972.920442896976,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
5,196500.00000000917,5,2010,3,7,3665.166628735422,2788.673126090674,3,4310.933238420409,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
7,160000.00000000588,3,2008,7,6,3688.279777113551,2820.8201605928593,4,4670.252949851028,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.82978723297
5,216837.00000000175,3,2011,10,7,4173.71658778272,2895.016172304081,3,4044.1254427869085,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
2,537999.9999999889,3,2010,6,8,4636.7302250097455,3792.0975978886304,6,7531.2104515580495,5,6,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.58730158804
1,134899.99999999368,1,2009,4,5,2939.930073297755,1718.7554020240498,3,3597.323632806286,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
3,101999.99999999911,1,2011,4,4,3230.575162379374,2262.9322662715563,1,3995.2894808576775,3,2,yes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
4,106999.99999999546,3,2010,3,6,3299.4646625458527,2126.555836363612,3,3745.495746375107,3,2,yes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
6,114499.99999999643,1,2007,7,5,3038.0634435478078,1813.099750675785,1,4259.068173100275,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
5,395000.0000000161,1,2007,7,8,4263.41792456267,3006.322577938045,3,4923.59290436652,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
3,161999.99999999645,5,2009,6,6,3484.6914834685886,2242.520206151307,4,2658.09408255347,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.82978723297
5,221499.99999999403,3,2011,7,7,3955.979439423352,2695.704219640232,3,4454.591654926722,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
2,142499.99999999392,4,2011,6,5,2978.80750169531,1782.286339163265,3,4798.490513139228,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
4,143999.99999999447,5,2007,10,5,3202.1715594597445,3042.7352431292197,3,3886.5747797290073,3,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
5,135000.00000000442,2,2011,5,6,3169.200160151724,1961.667309516605,3,4331.414766060845,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.82978723297
5,176000.00000000192,2,2007,6,7,3538.53893944774,2304.200495128359,3,3759.5425989037712,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
7,175899.99999999115,4,2011,7,6,3455.0370637158385,2685.1281389724372,3,3570.268690160564,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
5,187100.00000000367,4,2009,6,7,3751.736458181476,2508.5203737046454,3,5189.67157867989,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
5,165500.0000000076,2,2009,7,5,3344.53356179928,2116.8364072881236,3,4044.3417321564066,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.82978723297
2,128000.00000000597,4,2008,6,6,3358.317379002107,2565.840514475133,3,3320.334128953776,3,4,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
5,161499.99999999232,4,2009,9,6,3677.0610024663793,2410.3063916032597,3,4187.986258702806,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
2,138999.99999999598,2,2010,6,5,3437.253560050754,2731.693443353705,4,4381.249658525828,3,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
2,232999.99999999136,1,2010,1,7,3859.479424557552,3090.9797153167647,5,4257.516141724321,4,4,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
3,107899.99999999716,5,2008,8,4,3018.5529795924353,1794.342346825305,1,3224.303496794172,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
7,187499.99999999942,5,2007,7,6,3794.161439611623,3093.2046860388305,3,4621.982436577814,3,4,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.83333333308
3,146800.00000000704,5,2007,5,6,3257.717158422737,2048.4918964782355,3,4476.071805633947,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.82978723297
5,269790.0000000081,4,2007,6,7,3906.3990188393227,3037.36608379281,5,4213.951783313948,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.2844036724
5,225000.00000000975,4,2007,6,8,3833.8846113818545,2578.295043439167,3,4056.6311087523222,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
5,194499.99999999278,1,2008,10,7,3612.377625123352,2943.935619783661,3,4387.073259539558,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
3,171000.00000000064,4,2010,4,6,3349.6255610898406,2647.0377287047395,3,3886.5747797290073,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
2,143499.99999999808,1,2007,4,6,3141.335974783964,2343.1938494560973,2,3838.42282640552,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
4,110000.0000000052,5,2008,4,5,2772.20468551642,1557.5139216184998,1,3709.421025065988,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
4,484999.99999999005,3,2009,7,9,4680.824777129165,3725.088875117605,5,4823.106962875261,5,6,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
2,175000.0000000084,5,2007,6,5,3544.340733140049,2836.646664266478,3,3583.159326489702,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.43283582164
3,200000.00000000538,1,2008,5,6,3413.6975713712263,2765.0333369689615,5,4715.369649698029,3,4,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.83333333308
3,109899.99999999866,4,2007,7,4,3473.9711991090617,2232.212312113249,3,2785.11454973634,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.67857142843
3,189000.00000000402,2,2008,10,7,3327.6883113518497,2536.3841033993813,5,3838.903020991265,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
2,582933.0000000228,3,2009,1,9,4510.16606726337,3559.91060357074,5,4876.685259655288,5,6,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
4,117999.9999999997,1,2011,6,5,3236.8195437022555,2141.706945894261,1,4022.3756060845712,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
7,227680.00000000454,1,2008,7,7,3752.8673592603523,2506.3560840223313,3,4633.079274174494,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
3,135500.00000000093,3,2011,10,5,3153.688531394666,1924.2644767302052,3,4179.927470682223,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
3,223500.00000000876,5,2009,5,5,3783.659623360427,2658.858029619045,5,5725.8749981948395,3,2,yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.79411764728
3,159950.00000000582,2,2011,6,5,3272.2618340645295,2083.041429150456,3,4805.849065721161,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
1,105999.99999999948,2,2009,11,5,3831.1949155229554,3130.5477852918702,3,3814.991652620776,3,4,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
5,181000.0000000066,4,2011,1,6,3444.8013554719146,2371.807303264512,3,4257.127942611546,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
5,144499.99999999665,1,2008,6,6,2921.0815071369148,1700.634974006665,3,2630.78926514232,4,2,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
0,55992.99999999799,1,2010,6,5,2811.242907204185,2022.063926192251,1,3958.35905668475,2,2,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.67857142843
2,157899.99999999473,2,2007,4,6,3774.7625016515435,2521.4429278873554,2,4179.927470682223,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
4,115999.99999999985,2,2011,7,5,3133.878654983342,2300.4939858818216,3,3850.6313464037303,3,2,yes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
3,224899.99999999828,4,2010,5,7,3996.3222113405086,2740.095999042443,3,4610.984878955352,3,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
4,137000.0000000052,4,2011,7,5,3198.984422769023,1967.814157204055,1,4491.986418488756,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
5,270999.9999999899,5,2008,7,8,3970.3629157992004,2765.9492688516407,4,4785.917497935106,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.82978723297
5,155000.00000000247,5,2010,6,6,3235.2607192407004,2033.86544665599,3,3981.717003316159,3,2,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.83333333308
5,224000.00000000524,1,2010,6,7,3678.245617187399,2428.633378523831,4,3342.391898804568,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
5,183000.00000000783,5,2008,6,7,3504.6014742221987,2720.418589318568,3,3590.2542191235248,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
0,93000.00000000065,3,2009,2,4,3079.827780749351,1853.25249509736,1,3224.303496794172,2,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
2,225000.00000000972,5,2007,10,7,3595.6362593886543,2805.7228030810625,3,4652.23037157624,4,4,yes,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
4,139500.00000000588,4,2009,7,6,3387.665011790262,2571.0420886856596,3,4209.979311590552,3,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.43283582164
5,232599.9999999999,5,2011,6,8,3826.3421012292465,2571.0420886856596,3,4455.64492284618,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
3,384999.9999999915,1,2008,6,10,4364.693060880005,3090.9797153167647,4,5001.85458259423,5,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.50480769144
2,109500.00000000086,2,2008,5,5,2794.921075691745,1579.35153298984,3,3266.493126811176,3,2,yes,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.79411764728
5,189000.00000000402,4,2009,4,7,3776.991399435816,2512.839893245136,3,3916.572872778805,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
5,185000.00000000696,5,2009,6,5,3911.016582356019,3121.8419008916653,4,6304.97060995765,3,4,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.83333333308
6,147400.00000000384,5,2011,7,7,3037.1817188239243,2266.7297328904156,3,1535.68362006786,4,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
3,166000.0000000033,1,2008,6,6,3718.0121119840223,2466.8721509033403,3,4572.167682686156,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
4,151000.00000000573,1,2011,6,7,3016.7675113531586,2237.374841907545,3,1974.79986889231,3,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
3,237000.0000000076,4,2010,1,7,3709.904861542982,2889.108192346761,5,4138.7188514867285,4,4,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
2,167000.00000000134,2,2009,2,6,3855.2418015119874,2598.8323969117573,2,4230.549176257242,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
5,139949.99999999997,2,2008,9,5,3402.4919067791966,2163.4834441561397,3,3759.5425989037712,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
2,128000.00000000597,1,2010,2,4,3290.448066955827,2055.753603237134,3,4149.4097393936545,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
2,153500.0000000018,5,2007,6,5,3900.221577449624,2642.0858304931753,3,3814.991652620776,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
1,99999.99999999718,1,2008,11,6,2691.165875488235,1935.2673347597552,3,719.2404671541102,3,2,yes,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104897.72727272591
5,143999.99999999447,5,2008,6,5,3337.96293298424,2101.4385999412684,2,4133.971606515207,3,2,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
1,130500.00000000196,4,2008,5,5,3160.2379825518738,2237.374841907545,1,4550.044151564587,3,2,yes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.71814671837
1,139999.99999999418,1,2008,3,6,3305.447772068187,2563.754979293419,3,4613.901981530896,3,4,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.43283582164
2,157499.99999999604,4,2008,6,5,3331.3653568806294,2622.1182389915793,3,4314.518782832612,3,4,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
3,174900.00000000102,2,2008,5,6,3405.3006490351786,2191.6078048495547,3,4026.744840359646,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
1,140999.99999999924,3,2007,7,5,4131.39136073023,2864.3891102818043,3,3790.540242812811,3,4,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
2,153900.0000000046,1,2008,6,5,3405.3006490351786,2493.3063914753156,2,4694.806480324221,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.1245901643
1,171000.00000000064,4,2007,1,5,3886.234987526532,2776.8983725766493,4,5232.9488353924,3,4,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
5,213000.000000008,3,2009,7,7,3554.6036497241735,2842.7579659155367,5,4090.511976834908,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
7,133499.9999999944,1,2009,8,5,2951.134111982185,1729.5266766305451,3,5095.3409917922,3,2,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
2,239999.9999999933,1,2008,9,6,3974.3082438795714,3282.043817523495,4,7216.5454386376305,3,6,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.83333333308
7,186999.99999999552,2,2007,8,6,3467.9094961169358,2910.939340441074,3,4149.4097393936545,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245890.62499999657
5,131500.0000000057,4,2007,11,6,2921.0815071369148,1700.634974006665,3,2629.45840918549,4,2,yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
6,163999.99999999403,1,2007,8,7,3585.632609781977,2726.0662848962224,3,3563.37742185264,3,4,yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.73722627718
4,157999.99999999927,2,2009,8,6,3590.642210462288,2524.6567750874146,2,4604.161448572488,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
4,170000.00000000032,2,2011,7,5,4105.269569082785,2846.2393326720753,3,5377.99830914855,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
1,126999.99999999635,1,2010,4,5,3249.2360585477036,2016.1292425209965,3,3498.534199100329,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
4,147000.00000000384,3,2008,10,6,3158.6031178598973,1995.176759771075,3,4411.992044101872,3,2,yes,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.72051282084
5,174000.00000000585,5,2009,3,6,3326.951892607725,2562.711156744157,3,3821.057343296854,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.86274509772
5,151999.99999999808,1,2009,6,7,3519.047101005689,2442.2375704983297,3,4306.962655353629,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
5,250000.00000000428,3,2011,8,6,4178.9297926208,3464.96500838244,5,4422.5502171299595,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.37209302327
4,189950.0000000055,2,2007,6,7,3437.253560050754,2504.1887631209834,2,3700.426881189844,4,2,yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.73722627718
2,131500.0000000057,5,2010,4,5,3247.6892250454007,2014.6420085087723,3,4526.145833554166,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
5,151999.99999999808,4,2010,5,6,3292.7069581087944,2098.6224629118187,3,4164.1173053691855,3,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.1749999994
7,132499.99999999805,3,2009,7,5,3408.1044958773405,2168.88002110095,3,3773.489928362313,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
3,250579.99999998914,2,2008,5,7,3694.7392761749106,2444.4933535079986,3,3942.0242673261223,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.42452830172
4,148500.0000000013,5,2009,8,5,3189.384950912571,1958.58470516934,3,3966.925858156133,3,2,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.3111111112
5,248900.00000000396,5,2007,11,8,3983.639800391562,2726.0662848962224,3,4354.828131498192,4,4,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.45714285594
2,128999.99999999892,2,2007,5,4,3309.9205461778492,2130.702690664616,3,3519.2575445218513,3,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.4129353235
